Key,Source,Context,Changes,English,Koreana
buffdrugAntidoteName,buffs,buff,,Antidote,Antidote
buffdrugAntidoteTooltip,buffs,buff,,You are immune to poison,You are immune to poison
buffdrugAntidoteDesc,buffs,Buff,,You are affected by the antidote. You are immune to all poisonings.,You are affected by the antidote. You are immune to all poisonings.
BuffMajorAOE,buffs,Buff,,Major,주요한
BuffMajorAOETooltip,buffs,buff,,Major is on the hunt,메이저가 사냥 중이야
BuffMajorAOEIncDesc,buffs,Buff,,"A commander is still a commander. Even after turning, he still supports his soldiers.\n\n[FFB800]SPECIAL STATE:[-]\nWhile the major is alive, damage to his squad is reduced by [DECEA3]25%[-]. When his health drops below [DECEA3]50%[-], the commander will go into a rage, increasing his subordinates' defense to [DECEA3]50%[-], and their damage and attack speed by [DECEA3]25%[-].\n\nFocus on taking him down first.",지휘관은 여전히 ​​지휘관이다. 방향을 바꾼 후에도 그는 여전히 자신의 병사들을 지원합니다.\n\n[FFB800]특수 상태:[-]\n소령이 살아있는 동안 그의 분대가 받는 피해는 [DECEA3]25%[-]만큼 감소합니다. 체력이 [DECEA3]50%[-] 아래로 떨어지면 지휘관은 분노하여 부하들의 방어력을 [DECEA3]50%[-]로 증가시키고 그들의 공격력과 공격 속도를 [DECEA3]25%[-]만큼 증가시킵니다.\n\n먼저 그를 쓰러뜨리는 데 집중하세요.
BuffBrigadierAOE,buffs,Buff,,Brigadier,준장
BuffBrigadierAOETooltip,buffs,buff,,Brigadier is on the hunt,여단장은 사냥 중
BuffBrigadierAOEIncDesc,buffs,Buff,,"Everyone who loves building also loves breaking. And with a good foreman, you can break anything.\n\n[FFB800]SPECIAL STATE:[-]\nWhile the foreman is alive, his team deals [DECEA3]50%[-] more damage to blocks. If the foreman's health drops below half, he will go into a rage — and his builders' damage doubles.\n\nYour main task is to take him out first.",건축을 사랑하는 사람은 파괴도 좋아합니다. 그리고 좋은 감독과 함께라면 무엇이든 부술 수 있습니다.\n\n[FFB800]특수 상태:[-]\n감독이 살아있는 동안 그의 팀은 블록에 [DECEA3]50%[-] 더 많은 피해를 입힙니다. 감독의 체력이 절반 이하로 떨어지면 그는 분노하게 될 것이며 그의 건축업자의 피해는 두 배가 됩니다.\n\n당신의 주요 임무는 그를 먼저 처치하는 것입니다.
BuffChiefAOE,buffs,Buff,,Chief,셰프
BuffChiefAOETooltip,buffs,buff,,Chief is on the hunt,과장님이 사냥중이세요
BuffChiefAOEIncDesc,buffs,Buff,,"Turning into a zombie is not a valid excuse for shirking work, especially when the boss is nearby. Any office worker knows that perfectly well.\n\n[FFB800]SPECIAL STATE:[-]\nWhile the boss is alive, all office workers move [DECEA3]25%[-] faster. If the boss's health drops below half, he will go into a rage and double his subordinates' mobility.\n\nYour task is to carry out unscheduled layoffs, starting with him.","좀비로 변하는 것은 일을 회피하는 데 대한 유효한 변명이 아니며, 특히 보스가 근처에 있을 때 더욱 그렇습니다. 회사원이라면 누구나 그것을 잘 알고 있습니다.\n\n[FFB800]특수 상태:[-]\n상사가 살아있는 동안 모든 회사원은 [DECEA3]25%[-] 더 빠르게 움직입니다. 상사의 체력이 절반 이하로 떨어지면 그는 분노하여 부하 직원의 기동성을 두 배로 늘릴 것입니다.\n\n당신의 임무는 상사부터 시작하여 예정되지 않은 해고를 수행하는 것입니다."
BuffAuthorityAOE,buffs,Buff,,Authority,권한
BuffAuthorityAOETooltip,buffs,buff,,Authority is on the hunt,권위가 사냥 중이다
BuffAuthorityAOEIncDesc,buffs,Buff,,"A ruthless killer whose cruelty was not softened even by turning into a zombie. Even after death, the prisoners unconsciously obey him.\n\n[FFB800]SPECIAL STATE:[-]\nWhile the Authority is alive, all prisoners deal [DECEA3]25%[-] more damage. If the Authority's health drops below half, he will go into a rage and increase the prisoners' damage by [DECEA3]50%[-].\n\nTake him out first.",좀비로 변해도 잔인함이 누그러지지 않는 무자비한 킬러. 죽은 후에도 죄수들은 무의식적으로 그에게 복종합니다.\n\n[FFB800]특수 상태:[-]\n권한이 살아있는 동안 모든 죄수는 [DECEA3]25%[-] 더 많은 피해를 줍니다. 당국의 체력이 절반 이하로 떨어지면 그는 분노하여 포로들의 피해를 [DECEA3]50%[-]만큼 증가시킵니다.\n\n먼저 그를 처치하세요.
BuffProfessorAOE,buffs,Buff,,Professor,교수
BuffProfessorAOETooltip,buffs,buff,,Professor is on the hunt,교수는 사냥 중
BuffProfessorAOEIncDesc,buffs,Buff,,"Even the smartest ones did not escape the fate of becoming infected. But, apparently, this specimen not only retained its intelligence but also developed a telepathic connection with its colleagues.\n\n[FFB800]PASSIVE EFFECT:[-]\nWhile the professor is alive, all scientists and researchers deal [DECEA3]10%[-] more damage and take [DECEA3]10%[-] less damage. Furthermore, if the professor's health is above [DECEA3]50%[-], you receive only half the experience for kills.\n\n[FFB800]SPECIAL STATE:[-]\nWhen the professor's health drops below [DECEA3]50%[-], he goes into a rage, increasing his subordinates' damage and defense by [DECEA3]25%[-].\n\nEliminating him will not only weaken the squad but also allow you to gain full experience again.","가장 똑똑한 사람도 감염될 운명을 피하지 못했습니다. 하지만 분명히 이 표본은 지능을 유지했을 뿐만 아니라 동료들과 텔레파시 연결도 발전시켰습니다.\n\n[FFB800]지속 효과:[-]\n교수가 살아있는 동안 모든 과학자와 연구원은 [DECEA3]10%[-] 더 많은 피해를 입히고 [DECEA3]10%[-] 더 적은 피해를 입습니다. 더욱이, 교수의 체력이 [DECEA3]50%[-] 이상인 경우, 처치 경험치의 절반만 받습니다.\n\n[FFB800]특수 상태:[-]\n교수의 체력이 [DECEA3]50%[-] 미만으로 떨어지면 그는 분노하여 부하 직원의 데미지와 방어력을 [DECEA3]25%[-]만큼 증가시킵니다.\n\n그를 제거하면 약화될 뿐만 아니라 약화됩니다. 분대를 구성할 뿐만 아니라 다시 완전한 경험을 얻을 수도 있습니다."
BuffAlexAOE,buffs,Buff,,Alex,알렉스
BuffAlexAOETooltip,buffs,buff,,Alex is on the hunt,알렉스는 사냥 중이야
BuffAlexAOEIncDesc,buffs,Buff,,"This is the body of a stalker. He has been buried and mourned many times, but each time he returned — alive, but battered. This time, it seems, everything is different... Or is it?\n\n[FFB800]SPECIAL PROPERTIES:[-]\nHe is unaffected by terrain slowdowns. He never liked to share, and now he will not give up his loot so easily ([DECEA3]50%[-] chance to get loot).\n\n[FFB800]SPECIAL STATE:[-]\nWhen his health drops below [DECEA3]50%[-], there is a [DECEA3]50%[-] chance he will summon his shadow — a particularly vile and annoying creature.\nBe careful!",이것은 스토커의 시체입니다. 그는 여러 번 묻히고 애도했지만 돌아올 때마다 살아 있었지만 폭행을당했습니다. 이번에는 모든 것이 다른 것 같습니다... 아니면 그럴까요?\n\n[FFB800]특수 속성:[-]\n그는 지형 감속의 영향을 받지 않습니다. 그는 결코 공유하는 것을 좋아하지 않았으며 이제는 자신의 전리품을 그렇게 쉽게 포기하지 않을 것입니다([DECEA3]50%[-] 전리품을 얻을 확률).\n\n[FFB800]특수 상태:[-]\n그의 체력이 [DECEA3]50%[-] 아래로 떨어지면 [DECEA3]50%[-] 확률로 그가 자신의 그림자를 소환할 확률이 있습니다. 특히 사악하고 성가신 생물입니다.\n조심하세요!
BuffBibaAOE,buffs,Buff,,Biba,비바
BuffBibaAOETooltip,buffs,buff,,Biba is on the hunt,비바가 사냥 중이에요
BuffBibaAOEIncDesc,buffs,Buff,,"He is a living legend of these lands. Perhaps the only one, but what a legend! Others learn to survive and win by his example.\n\n[FFB800]SPECIAL PROPERTIES:[-]\nHe is unaffected by terrain slowdowns, and he grants slowdown resistance to all nearby zombies. Each attack from his gang restores [DECEA3]150[-] health to them. They do love to eat.\n\n[FFB800]SPECIAL STATE:[-]\nWhen his health drops below [DECEA3]50%[-], he increases the movement speed of all zombies by [DECEA3]20%[-], and their health restoration from attacks rises to [DECEA3]250[-]\n\nA particularly dangerous and annoying creature. Be careful!",그는 이 땅의 살아있는 전설입니다. 아마도 유일한 것일 수도 있지만 정말 전설입니다! 다른 사람들은 그의 모범을 통해 생존하고 승리하는 법을 배웁니다.\n\n[FFB800]특수 속성:[-]\n그는 지형 감속에 영향을 받지 않으며 근처의 모든 좀비에게 감속 저항을 부여합니다. 그의 갱단이 공격할 때마다 [DECEA3]150[-] 체력이 회복됩니다. 그들은 먹는 것을 좋아합니다.\n\n[FFB800]특수 상태:[-]\n그의 체력이 [DECEA3]50%[-] 아래로 떨어지면 그는 모든 좀비의 이동 속도를 [DECEA3]20%[-]만큼 증가시키고 공격으로부터 회복되는 체력은 [DECEA3]250[-]으로 증가합니다.\n\n특히 위험하고 성가신 생물입니다. 조심하세요!
buffDevourerAOE,buffs,Buff,,Devourer,포식자
BuffDevourerAOETooltip,buffs,buff,,The Devourer is on the hunt,Devourer가 사냥 중입니다.
BuffDevourerAOEIncDesc,buffs,Buff,,You have heard of him in the nightmares of experienced wanderers. Now he is here. The very sight of this creature chills the soul and paralyzes the will. If you are not ready to face this horror face to face — LEAVE!\n\n[FFB800]SPECIAL PROPERTIES:[-]\nThis creature never walks alone and is able to summon its minions in times of danger.\nAdditional weak sanity drain every second while you are nearby.\n\nYour vision goes dark and everything starts spinning. But you can still RUN!!!,당신은 경험 많은 방랑자들의 악몽 속에서 그에 대해 들어본 적이 있을 것입니다. 이제 그는 여기 있습니다. 이 생물을 보는 것만으로도 영혼이 오싹해지고 의지가 마비됩니다. 이 공포에 맞서 싸울 준비가 되지 않았다면 떠나십시오!\n\n[FFB800]특수 특성:[-]\n이 생물은 결코 혼자 걷지 않으며 위험할 때 하수인을 소환할 수 있습니다.\n당신이 근처에 있는 동안 매초마다 추가로 약한 이성이 흡수됩니다.\n\n당신의 시야가 어두워지고 모든 것이 회전하기 시작합니다. 하지만 여전히 달릴 수 있습니다!!!
BuffBearDaddyAOE,buffs,Buff,,Bear Daddy,곰 아빠
BuffBearDaddyAOETooltip,buffs,buff,,Bear Daddy is on the hunt,곰 아빠가 사냥 중이에요
BuffBearDaddyAOEIncDesc,buffs,Buff,,"You have heard of him in the nightmares of experienced wanderers. Now he is here. The very sight of this creature terrifies you. If you are not ready to face this horror face to face — LEAVE!\n\n[FFB800]SPECIAL PROPERTIES:[-]\nBear Daddy never walks alone. If he senses danger, he can call minions.\nAdditional weak sanity drain every second while you are nearby.\n\nRUN!!! While your legs still remember how to move.",당신은 경험 많은 방랑자들의 악몽 속에서 그에 대해 들어본 적이 있을 것입니다. 이제 그는 여기 있습니다. 이 생물을 보는 것만으로도 당신은 겁을 먹습니다. 이 공포를 정면으로 맞설 준비가 되지 않았다면 떠나세요!\n\n[FFB800]특수 속성:[-]\n곰 아빠는 절대 혼자 걷지 않습니다. 위험을 감지하면 하수인을 부를 수 있습니다.\n당신이 근처에 있는 동안 매초마다 추가로 약한 이성 흡수가 발생합니다.\n\n도망가세요!!! 다리는 여전히 움직이는 방법을 기억하고 있습니다.
BuffGargulAOE,buffs,Buff,,Gargul,가르굴
BuffGargulAOETooltip,buffs,buff,,Gargul is on the hunt,가르굴이 사냥 중입니다
BuffGargulAOEIncDesc,buffs,Buff,,"They whispered about him around the campfires. Now he is here. His claws cast long shadows, and his breath smells of rotting lungs. You feel your mind betraying you — your heart pounds in your throat, your fingers go numb, and only one thought hammers in your temples...\nRUN. BEFORE IT'S TOO LATE.\n\n[FFB800]SPECIAL PROPERTIES:[-]\nGargul never flies alone. In danger, he calls others.\nNear him, you slowly go insane: sanity drains away with every second.\n\nRUN. While your legs still obey.","그들은 모닥불 주위에서 그에 대해 속삭였습니다. 이제 그는 여기 있습니다. 그의 발톱은 긴 그림자를 드리우고 그의 숨결에서는 폐가 썩어가는 냄새가 납니다. 당신은 마음이 당신을 배신하는 것을 느낍니다. 심장이 목구멍에 쿵쾅거리고, 손가락이 마비되고, 단 한 가지 생각만이 관자놀이를 강타합니다...\n뛰어보세요. 너무 늦기 전에.\n\n[FFB800]특수 속성:[-]\nGargul은 결코 혼자 날지 않습니다. 위험에 처한 그는 다른 사람들에게 전화를 겁니다.\n그 근처에서 당신은 천천히 미쳐갑니다. 매 순간 정신이 고갈됩니다.\n\n도주하세요. 다리가 여전히 순종하는 동안."
BuffNagainaAOE,buffs,Buff,,Nagaina,Nagaina
BuffNagainaAOETooltip,buffs,buff,,The Nagaina is on the hunt,The Nagaina is on the hunt
BuffNagainaAOEDesc,buffs,Buff,,"Everyone thinks that truly large snakes are only found in the tropics. How wrong they are. It's hard to tell whether this is one snake or a cluster of several, but it's better not to look too closely. The very sight of this creature chills the soul and paralyzes the will. If you are not ready to face this horror face to face — LEAVE!\n\n[FFB800]SPECIAL PROPERTIES:[-]\nThis creature never walks alone and is able to summon its minions in times of danger.\nAdditional weak sanity drain every second while you are nearby.\n\nYour vision goes dark and everything starts spinning. But you can still RUN!!!","Everyone thinks that truly large snakes are only found in the tropics. How wrong they are. It's hard to tell whether this is one snake or a cluster of several, but it's better not to look too closely. The very sight of this creature chills the soul and paralyzes the will. If you are not ready to face this horror face to face — LEAVE!\n\n[FFB800]SPECIAL PROPERTIES:[-]\nThis creature never walks alone and is able to summon its minions in times of danger.\nAdditional weak sanity drain every second while you are nearby.\n\nYour vision goes dark and everything starts spinning. But you can still RUN!!!"
BuffBitchAOE,buffs,Buff,,Bitch,암캐
BuffBitchAOETooltip,buffs,buff,,Bitch is on the hunt,개년이 사냥 중이야
BuffBitchAOEIncDesc,buffs,Buff,,"This woman in a torn wedding dress knows no peace. Even zombies avoid her. And now she is looking right at you.\n\n[FFB800]SPECIAL PROPERTIES:[-]\nWhen taking damage, she flies into a hysteria, becoming even more dangerous.\nAdditional weak sanity drain every second while you are nearby.\n\nThe air turns icy, a wedding march rings in your ears. Don't look her in the eyes — RUN while your heart is still beating.",찢어진 웨딩드레스를 입은 이 여자는 평화를 모릅니다. 좀비조차도 그녀를 피합니다. 그리고 이제 그녀는 당신을 똑바로 바라보고 있습니다.\n\n[FFB800]특수 속성:[-]\n피해를 받으면 히스테리에 빠져 더욱 위험해집니다.\n당신이 근처에 있는 동안 매초마다 추가로 약한 정신력이 흡수됩니다.\n\n공기가 차갑게 변하고 결혼 행진곡이 귀에 울립니다. 그녀의 눈을 똑바로 쳐다보지 마세요. 심장이 여전히 뛰는 동안 달리세요.
BuffMysticAOE,buffs,Buff,,Mystic,Mystic
BuffMysticAOETooltip,buffs,buff,,Mystic is on the hunt,Mystic is on the hunt
BuffMysticAOEIncDesc,buffs,Buff,,"A born hunter who leaves his prey no chance. He always appears out of nowhere and paralyzes his prey. And now his target is you.\n\n[FFB800]SPECIAL PROPERTIES:[-]\nYou are unaware of the miniboss's presence until you deal damage to him, or he deals damage to you. Only the radar can guarantee his detection. If he takes no damage and does not attack, he will soon disappear from sight again. Attacks from stealth are guaranteed to paralyze you and deal [DECEA3]300%[-] more damage. Attacks after detection still have a [DECEA3]25%[-] chance to paralyze you. While detected, the Mystic's movement speed is increased by [DECEA3]30%[-]. Immunity to paralysis.\nAdditional weak Stress Resistance drain per second while nearby.\n\nFear cannot be crushed even when you know he is there.","A born hunter who leaves his prey no chance. He always appears out of nowhere and paralyzes his prey. And now his target is you.\n\n[FFB800]SPECIAL PROPERTIES:[-]\nYou are unaware of the miniboss's presence until you deal damage to him, or he deals damage to you. Only the radar can guarantee his detection. If he takes no damage and does not attack, he will soon disappear from sight again. Attacks from stealth are guaranteed to paralyze you and deal [DECEA3]300%[-] more damage. Attacks after detection still have a [DECEA3]25%[-] chance to paralyze you. While detected, the Mystic's movement speed is increased by [DECEA3]30%[-].\nAdditional weak Stress Resistance drain per second while nearby.\n\nFear cannot be crushed even when you know he is there."
