Key,Source,Context,Changes,English,French
Quest_WorkstationT1Offer,Quest,Quest Info,,"«You can never have too much water. I improved the standard dew collector, and now it gathers much more water. If you collect enough resources, I'm ready to share my invention.»\n\n[DECEA3]- da Vinci[-]","«On n'a jamais trop d'eau. J'ai amélioré le collecteur de rosée standard et il récupère désormais beaucoup plus d'eau. Si vous collectez suffisamment de ressources, je suis prêt à partager mon invention.»\n\n[DECEA3]- da Vinci[-]"
Quest_WorkstationT2Name,Quest,Quest Info,,[71FFE7]Contract:[-] Improved Workbench,[71FFE7]Contrat :[-] Établi amélioré
Quest_WorkstationT2Offer,Quest,Quest Info,,"«To build anything more complex than a stone shovel, you'll need a comfortable workbench. If you gather enough resources, I'm willing to share one of my workbenches. If you want, I can share notes on creating workstations.»\n\n[DECEA3]- da Vinci[-]","«Pour construire quelque chose de plus complexe qu'une pelle en pierre, vous aurez besoin d'un établi confortable. Si vous rassemblez suffisamment de ressources, je suis prêt à partager l'un de mes établis. Si vous le souhaitez, je peux partager des notes sur la création de postes de travail.»\n\n[DECEA3]- da Vinci[-]"
Quest_WorkstationT3Name,Quest,Quest Info,,[71FFE7]Contract:[-] Improved Cement Mixer,[71FFE7]Contrat :[-] Bétonnière améliorée
Quest_WorkstationT3Offer,Quest,Quest Info,,"«Any large construction requires a lot of cement, I know this from my own experience. And the garden also needs fertilizer. I slightly modified the regular cement mixer and now it works much faster. If you collect enough resources, I am ready to share one of these.»\n\n[DECEA3]- da Vinci[-]","«Toute grande construction nécessite beaucoup de ciment, je le sais par expérience. Et le jardin a aussi besoin d’engrais. J'ai légèrement modifié la bétonnière ordinaire et maintenant elle fonctionne beaucoup plus rapidement. Si vous collectez suffisamment de ressources, je suis prêt à en partager une.»\n\n[DECEA3]- da Vinci[-]"
Quest_WorkstationT4Name,Quest,Quest Info,,[71FFE7]Contract:[-] Improved Forge,[71FFE7]Contrat :[-] Forge améliorée
Quest_WorkstationT4Offer,Quest,Quest Info,,"«A good blacksmith has always been in demand. But it takes more than skill alone — you also need a proper forge. First, let's see what your hands are really capable of. If you collect enough resources, I'm ready to share one of my forges.»\n\n[DECEA3]- da Vinci[-]","«Un bon forgeron a toujours été recherché. Mais cela demande plus que des compétences : il vous faut également une forge appropriée. Voyons d’abord de quoi vos mains sont réellement capables. Si vous collectez suffisamment de ressources, je suis prêt à partager une de mes forges.»\n\n[DECEA3]- da Vinci[-]"
Quest_WorkstationT5Name,Quest,Quest Info,,[71FFE7]Contract:[-] Improved Chemical Station,[71FFE7]Contrat :[-] Station chimique améliorée
Quest_WorkstationT5Offer,Quest,Quest Info,,"«A good chemist can cobble together a bomb out of almost anything. An experienced chemist also knows that a proper chemistry station matters. I recently upgraded one of mine. If you collect enough resources, I'm ready to share the invention.»\n\n[DECEA3]- da Vinci[-]","«Un bon chimiste peut fabriquer une bombe à partir de presque n'importe quoi. Un chimiste expérimenté sait également qu’une station de chimie appropriée est importante. J'ai récemment mis à jour l'un des miens. Si vous collectez suffisamment de ressources, je suis prêt à partager l'invention.»\n\n[DECEA3]- da Vinci[-]"
Quest_BooksOffer,Quest,Quest Info,,"«By killing zombies you can get not only valuable items, but also useful knowledge. Kill a few [DECEA3]any zombies[-] and [DECEA3]Businessmen[-] and come back to me when you're done. I think I can find some useful literature for you.»\n\n[DECEA3]- da Vinci[-]","«En tuant des zombies, vous pouvez obtenir non seulement des objets précieux, mais aussi des connaissances utiles. Tuez quelques [DECEA3]zombies[-] et [DECEA3]hommes d'affaires[-] et revenez me voir quand vous aurez terminé. Je pense que je peux trouver de la littérature utile pour vous.»\n\n[DECEA3]- da Vinci[-]"
Quest_BooksT1Name,Quest,Quest Info,,[71FFE7]Contract:[-] Some information,[71FFE7]Contrat :[-] Quelques informations
Quest_BooksT2Name,Quest,Quest Info,,[71FFE7]Contract:[-] Useful knowledge,[71FFE7]Contrat :[-] Connaissances utiles
Quest_BooksT3Name,Quest,Quest Info,,[71FFE7]Contract:[-] Trove of Knowledge,[71FFE7]Contrat :[-] Trésor de connaissances
Quest_BooksT4Name,Quest,Quest Info,,[71FFE7]Contract:[-] Library of Knowledge,[71FFE7]Contrat :[-] Bibliothèque de connaissances
Quest_ArmorT1Name,Quest,Quest Info,,[71FFE7]Contract:[-] Fine Stitching,[71FFE7]Contrat :[-] Coutures fines
Quest_ArmorT1Offer,Quest,Quest Info,,"«If you want good armor, be prepared to gather resources for it. Kill some [DECEA3]Rabbits[-] or [DECEA3]Snakes[-] and butcher their bodies. Gather the necessary resources and come back when you're ready. You'll be rewarded with a supply of thread and useful resources. If you'd like, I can share a couple of useful magazines about types of ammunition and armor.»\n\n[DECEA3]- Hugh[-]","« Si vous voulez une bonne armure, soyez prêt à rassembler des ressources pour l'obtenir. Tuez des [DECEA3]Lapins[-] ou des [DECEA3]Serpents[-] et dépecez leurs corps. Rassemblez les ressources nécessaires et revenez lorsque vous êtes prêt. Vous serez récompensé par une réserve de fil de discussion et de ressources utiles. Si vous le souhaitez, je peux partager quelques magazines utiles sur les types de munitions et d'armures.»\n\n[DECEA3]- Hugh[-]"
Quest_ArmorT2Name,Quest,Quest Info,,[71FFE7]Contract:[-] A good tailor,[71FFE7]Contrat :[-] Un bon tailleur
Quest_ArmorT2Offer,Quest,Quest Info,,"«For strong armor, you need better resources. Kill some [DECEA3]Wolves[-], [DECEA3]Coyotes[-] or [DECEA3]Boars[-] and butcher their bodies. Collect the necessary resources and come back when you're ready. As a reward, you'll get a supply of armor crafting kits and useful resources. If you'd like, I can share a couple of useful magazines about types of ammunition and armor.»\n\n[DECEA3]- Hugh[-]","«Pour une armure solide, il faut de meilleures ressources. Tuez des [DECEA3]Loups[-], des [DECEA3]Coyotes[-] ou des [DECEA3]Sangliers[-] et dépecez leurs corps. Rassemblez les ressources nécessaires et revenez lorsque vous êtes prêt. En récompense, vous recevrez une réserve de kits de fabrication d'armures et de ressources utiles. Si vous le souhaitez, je peux partager quelques magazines utiles sur les types de munitions et d'armures.»\n\n[DECEA3]- Hugh[-]"
Quest_ArmorT3Name,Quest,Quest Info,,[71FFE7]Contract:[-] The best tailor,[71FFE7]Contrat :[-] Le meilleur tailleur
Quest_ArmorT3Offer,Quest,Quest Info,,"«Rare armor requires a lot of rare resources. Kill a few [DECEA3]Bears[-] or [DECEA3]Mountain Lions[-] and butcher their bodies. Collect the necessary resources and come back when you're ready. You'll be rewarded with a supply of improved armor kits and useful resources. If you'd like, I can share a couple of useful magazines about types of gear and armor.»\n\n[DECEA3]- Hugh[-]","«Une armure rare nécessite beaucoup de ressources rares. Tuez quelques [DECEA3]Ours[-] ou [DECEA3]Lions des montagnes[-] et dépecez leurs corps. Rassemblez les ressources nécessaires et revenez lorsque vous êtes prêt. Vous serez récompensé par une réserve de kits d'armure améliorés et de ressources utiles. Si vous le souhaitez, je peux partager quelques magazines utiles sur les types d'équipement et d'armure.»\n\n[DECEA3]- Hugh[-]"
Quest_RepairT1Name,Quest,Quest Info,,[71FFE7]Contract:[-] Mend and Glue,[71FFE7]Contrat :[-] Réparation et collage
Quest_RepairT1Offer,Quest,Quest Info,,"«Even the simplest repair can extend the life of any equipment. Kill a few [DECEA3]any zombies[-] to find repair parts. Collect the necessary resources and come back when you are ready. As a reward, you will receive a stock of repair kits and useful resources. If you wish, I can share a couple of useful magazines about types of ammunition and armor.»\n\n[DECEA3]- Hugh[-]","«Même la réparation la plus simple peut prolonger la durée de vie de n'importe quel équipement. Tuez quelques [DECEA3]zombies[-] pour trouver des pièces de rechange. Rassemblez les ressources nécessaires et revenez lorsque vous êtes prêt. En récompense, vous recevrez un stock de kits de réparation et de ressources utiles. Si vous le souhaitez, je peux partager quelques magazines utiles sur les types de munitions et d'armures.»\n\n[DECEA3]- Hugh[-]"
Quest_RepairT2Name,Quest,Quest Info,,[71FFE7]Contract:[-] Good repair,[71FFE7]Contrat :[-] Bonne réparation
Quest_RepairT2Offer,Quest,Quest Info,,"«A good repair can extend the life of any gear. Kill a few [DECEA3]any zombies[-] to find repair parts. Collect the necessary resources and come back when you are ready. As a reward, you will receive a stock of improved repair kits, legendary parts or useful resources. If you want, I can share a couple of useful magazines about types of ammunition and armor.»\n\n[DECEA3]- Hugh[-]","«Une bonne réparation peut prolonger la durée de vie de n'importe quel équipement. Tuez quelques [DECEA3]zombies[-] pour trouver des pièces de rechange. Rassemblez les ressources nécessaires et revenez lorsque vous êtes prêt. En récompense, vous recevrez un stock de kits de réparation améliorés, de pièces légendaires ou de ressources utiles. Si vous le souhaitez, je peux partager quelques magazines utiles sur les types de munitions et d'armures.»\n\n[DECEA3]- Hugh[-]"
Quest_RepairT3Name,Quest,Quest Info,,[71FFE7]Contract:[-] Major Repairs,[71FFE7]Contrat :[-] Réparations majeures
Quest_RepairT3Offer,Quest,Quest Info,,"«Overhaul can extend the life of any gear. Kill a few [DECEA3]any zombies[-] to find parts for repairs. Collect the necessary resources and come back when you are ready. As a reward, you will receive a stock of legendary repair kits, legendary parts or useful resources. If you want, I can share a couple of useful magazines about types of ammunition and armor.»\n\n[DECEA3]- Hugh[-]","«La révision peut prolonger la durée de vie de n'importe quel équipement. Tuez quelques [DECEA3]zombies[-] pour trouver des pièces à réparer. Rassemblez les ressources nécessaires et revenez lorsque vous êtes prêt. En récompense, vous recevrez un stock de kits de réparation légendaires, de pièces légendaires ou de ressources utiles. Si vous le souhaitez, je peux partager quelques magazines utiles sur les types de munitions et d'armures.»\n\n[DECEA3]- Hugh[-]"
Quest_WeaponMachineGunName,Quest,Quest Info,,[71FFE7]Contract:[-] Automatic Weapons Enthusiast,[71FFE7]Contrat :[-] Passionné d'armes automatiques
Quest_WeaponMachineGunOffer,Quest,Quest Info,,"«I see saving ammo is not your strong point. Kill a few [DECEA3]any zombies[-] using automatic weapons. If you succeed, I will gladly share automatic weapon parts and give you some interesting magazines.»\n\n[DECEA3]- Joel[-]","«Je vois qu'économiser des munitions n'est pas votre point fort. Tuez quelques [DECEA3]zombies[-] à l'aide d'armes automatiques. Si vous réussissez, je partagerai avec plaisir des pièces d'armes automatiques et vous donnerai des magazines intéressants.»\n\n[DECEA3]- Joel[-]"
Quest_WeaponShotgunName,Quest,Quest Info,,[71FFE7]Contract:[-] Shotgun Enthusiast,[71FFE7]Contrat :[-] Passionné de fusil de chasse
Quest_WeaponShotgunOffer,Quest,Quest Info,,"«The sight of flying body parts probably doesn't bother you at all. Kill a few [DECEA3]any zombies[-] using shotguns. If you succeed, I'll be happy to share shotgun parts and give you some interesting magazines.»\n\n[DECEA3]- Joel[-]","«La vue de parties de corps volantes ne vous dérange probablement pas du tout. Tuez quelques [DECEA3]zombies[-] à l'aide de fusils de chasse. Si vous réussissez, je serai heureux de partager des pièces de fusil de chasse et de vous offrir des magazines intéressants.»\n\n[DECEA3]- Joel[-]"
Quest_WeaponRifleName,Quest,Quest Info,,[71FFE7]Contract:[-] Rifle Enthusiast,[71FFE7]Contrat :[-] Passionné de fusil
Quest_WeaponRifleOffer,Quest,Quest Info,,"«Someone once said, Accuracy is the courtesy of kings. Let's see how steady your hands really are. Kill a few [DECEA3]any zombies[-] using rifles. If you succeed, I will gladly share rifle parts and give you some interesting magazines.»\n\n[DECEA3]- Joel[-]","«Quelqu'un a dit un jour : La précision est la courtoisie des rois. Voyons à quel point vos mains sont vraiment stables. Tuez quelques [DECEA3]zombies[-] à l'aide de fusils. Si vous réussissez, je partagerai volontiers des pièces de fusil et vous donnerai des magazines intéressants.»\n\n[DECEA3]- Joel[-]"
Quest_WeaponPistolName,Quest,Quest Info,,[71FFE7]Contract:[-] Pistol Enthusiast,[71FFE7]Contrat :[-] Passionné de pistolet
Quest_WeaponPistolOffer,Quest,Quest Info,,"«In the Wild West, a good shot was worth his weight in gold, and times haven't improved since then. Kill a few [DECEA3]any zombies[-] using pistols. If you succeed, I will gladly share pistol parts and give you some interesting magazines.»\n\n[DECEA3]- Joel[-]","«Dans le Far West, un bon coup valait son pesant d'or, et les temps ne se sont pas améliorés depuis. Tuez quelques [DECEA3]zombies[-] à l'aide de pistolets. Si vous réussissez, je partagerai avec plaisir des pièces de pistolet et vous donnerai des magazines intéressants.»\n\n[DECEA3]- Joel[-]"
Quest_WeaponSpearName,Quest,Quest Info,,[71FFE7]Contract:[-] Spear Enthusiast,[71FFE7]Contrat :[-] Passionné de lance
Quest_WeaponSpearOffer,Quest,Quest Info,,"«Even mammoths couldn't resist the power of the spear, let alone the common undead. Kill a few [DECEA3]any zombies[-] using the spear. If you succeed, I'll be happy to share the spear parts and give you some interesting magazines.»\n\n[DECEA3]- Joel[-]","« Même les mammouths ne pouvaient pas résister au pouvoir de la lance, encore moins les morts-vivants ordinaires. Tuez quelques [DECEA3]zombies[-] à l'aide de la lance. Si vous réussissez, je serai heureux de partager les pièces de lance et de vous donner des magazines intéressants.»\n\n[DECEA3]- Joel[-]"
Quest_WeaponClubName,Quest,Quest Info,,[71FFE7]Contract:[-] Club Enthusiast,[71FFE7]Contrat :[-] Passionné de club
Quest_WeaponClubOffer,Quest,Quest Info,,"«A good club can calm any rowdy. Kill a few [DECEA3]any zombies[-] using a club. If you succeed, I will gladly share the parts of the club and give you some interesting magazines.»\n\n[DECEA3]- Joel[-]","«Un bon club peut calmer n'importe quel tapageur. Tuez quelques [DECEA3]zombies quelconques[-] à l'aide d'un gourdin. Si vous réussissez, je partagerai volontiers les parties du club et vous offrirai des magazines intéressants.»\n\n[DECEA3]- Joël[-]"
Quest_WeaponSledgehammerName,Quest,Quest Info,,[71FFE7]Contract:[-] Sledgehammer Enthusiast,[71FFE7]Contrat :[-] Passionné de Sledgehammer
Quest_WeaponSledgehammerOffer,Quest,Quest Info,,"«This weapon is scary to look at, and it takes a lot of strength to lift it. Kill a few [DECEA3]any zombies[-] using the sledgehammer. If you succeed, I will gladly share the parts of the sledgehammer and give you some interesting magazines.»\n\n[DECEA3]- Joel[-]","«Cette arme est effrayante à regarder et il faut beaucoup de force pour la soulever. Tuez quelques [DECEA3]zombies[-] à l'aide du marteau. Si vous réussissez, je partagerai volontiers les pièces du marteau et vous donnerai des magazines intéressants.»\n\n[DECEA3]- Joel[-]"
