Key,Source,Context,Changes,English,Brazilian
perkLockPickingRank5LongDesc,progression,perk Per,,"You are now a world-class safecracker. You can pick locks [DECEA3]75%[-] faster, and the chance of breaking a lockpick is reduced by [DECEA3]50%[-]. If you can find lockpicks in your loot, you'll find [DECEA3]3[-] more. Damage to safes is increased by [DECEA3]50%[-].","Você agora é um arrombador de cofres de classe mundial. Você pode arrombar fechaduras [DECEA3]75%[-] mais rápido e a chance de arrombar uma fechadura é reduzida em [DECEA3]50%[-]. Se você encontrar lockpicks em seu saque, encontrará [DECEA3]3[-] mais. Os danos aos cofres aumentam em [DECEA3]50%[-]."
perkIntellectMasteryRank3LongDesc,progression,perk Int,,Adds a [DECEA3]25%[-] chance to gain [DECEA3]2[-] skill points when reading magazines.,Adiciona [DECEA3]25%[-] de chance de ganhar [DECEA3]2[-] pontos de habilidade ao ler revistas.
MagazineBundleDesc,items,item,,"In the set, you will find [DECEA3]10[-] magazines.",No conjunto você encontrará [DECEA3]10[-] revistas.
harvestingToolsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Tools Digest»,[DECEA3]Pacote:[-] «Resumo de ferramentas»
repairToolsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Handy Land»,[DECEA3]Pacote:[-] «Handy Land»
salvageToolsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Scrapping 4 Fun»,[DECEA3]Pacote:[-] «Scrapping 4 Fun»
sledgehammersSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Get Hammered»,[DECEA3]Pacote:[-] «Seja martelado»
workstationSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Forge Ahead»,[DECEA3]Pacote:[-] «Avançar»
bowsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Bow Hunters»,[DECEA3]Pacote:[-] «Caçadores de Arco»
spearsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Sharp Sticks»,[DECEA3]Pacote:[-] «Paus Afiados»
bladesSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Knife Guy»,[DECEA3]Pacote:[-] «Cara da Faca»
clubsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Big Hitters»,[DECEA3]Pacote:[-] «Grandes lançadores»
handgunsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Handgun Magazine»,[DECEA3]Pacote:[-] «Revista de Armas»
shotgunsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Shotgun Weekly»,[DECEA3]Pacote:[-] «Shotgun Weekly»
riflesSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Rifle World»,[DECEA3]Pacote:[-] «Rifle World»
machineGunsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Tactical Warfare»,[DECEA3]Pacote:[-] «Guerra Tática»
explosivesSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Explosive Magazine»,[DECEA3]Pacote:[-] «Revista Explosiva»
armorSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Armored Up»,[DECEA3]Pacote:[-] «Armored Up»
medicalSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Medical Journal»,[DECEA3]Pacote:[-] «Revista Médica»
knucklesSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Furious Fists»,[DECEA3]Pacote:[-] «Punhos Furiosos»
foodSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Home Cooking Weekly»,[DECEA3]Pacote:[-] «Comida Caseira Semanal»
seedSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Southern Farming»,[DECEA3]Pacote:[-] «Agricultura do Sul»
roboticsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Tech Planet»,[DECEA3]Pacote:[-] «Tech Planet»
vehiclesSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Vehicle Adventures»,[DECEA3]Pacote:[-] «Aventuras em veículos»
electricianSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Wiring 101»,[DECEA3]Pacote:[-] «Fiação 101»
trapsSkillMagazineBundle,items,item,,[DECEA3]Bundle:[-] «Electrical Traps»,[DECEA3]Pacote:[-] «Armadilhas Elétricas»
perkSledgeSagaSavageReaperDesc,progression,perk book,,Killing with power attacks increases your chance to dodge enemy attacks by [DECEA3]10%[-] for [DECEA3]3[-] seconds.,Matar com ataques poderosos aumenta sua chance de se esquivar de ataques inimigos em [DECEA3]10%[-] por [DECEA3]3[-] segundos.
perkSledgeSagaSavageReaperLongDesc,progression,perk book,,Armadillo Defense: Killing with power attacks increases your chance to dodge enemy attacks by [DECEA3]10%[-] for [DECEA3]3[-] seconds.,Defesa Armadillo: Matar com ataques poderosos aumenta sua chance de se esquivar de ataques inimigos em [DECEA3]10%[-] por [DECEA3]3[-] segundos.
buffBonusMissChanceName,buffs,buff,,Armadillo Defense,Defesa Tatu
buffBonusMissChanceIncDesc,buffs,Buff,,Chance to dodge the enemy's next attack increased by [DECEA3]10%[-],Chance de esquivar do próximo ataque do inimigo aumentada em [DECEA3]10%[-]
perkSledgeSagaCompleteDesc,progression,perk book,,Deadly attacks grant [DECEA3]40[-] stamina.,Ataques mortais concedem [DECEA3]40[-] resistência.
perkSledgeSagaCompleteLongDesc,progression,perk book,,Crushing Kills: Deadly attacks grant [DECEA3]40[-] stamina.,Mortes Esmagadoras: Ataques mortais concedem [DECEA3]40[-] resistência.
perkSpearHunter8CompleteDesc,progression,perk book,,Deadly attacks grant [DECEA3]60[-] stamina.,Ataques mortais concedem [DECEA3]60[-] resistência.
perkSpearHunter8CompleteLongDesc,progression,perk book,,Primal Kill: Deadly attacks grant [DECEA3]60[-] stamina.,Primal Kill: Ataques mortais concedem [DECEA3]60[-] resistência.
perkBatterUpCompleteDesc,progression,perk book,,Deadly attacks grant [DECEA3]50[-] stamina.,Ataques mortais concedem [DECEA3]50[-] resistência.
perkBatterUpCompleteLongDesc,progression,perk book,,Home Run: Deadly attacks grant [DECEA3]50[-] stamina.,Home Run: Ataques mortais concedem [DECEA3]50[-] resistência.

===
=== Z_Balance_Modifiers ===
===


statDismemberChance,ui_display,Item stat,,Dismember Chance,Dismember Chance
statZombieDamage,ui_display,Item stat,,Damage to zombies (non-elite),Damage to zombies (non-elite)
statAttacksSpeedMelee,ui_display,Item stat,,Melee attack speed,Melee attack speed
modArmorCigarDesc,item_modifiers,Mod,,Look intimidating and get a better deal from traders. Also boosts strength!\n\nThe [DECEA3]Better Barter[-] skill develops the quality of modification.,Pareça intimidante e consiga um negócio melhor com os traders. Também aumenta a força!\n\nA habilidade [DECEA3]Better Barter[-] desenvolve a qualidade da modificação.
modArmorBandolierDesc,item_modifiers,Mod,,Reload faster.\n\nThe [DECEA3]Armor[-] crafting skill develops the quality of modification.,Recarregue mais rápido.\n\nA habilidade de criação de [DECEA3]Armor[-] desenvolve a qualidade da modificação.
modGunShotgunTubeExtenderMagazineDesc,item_modifiers,Mod,,Increases magazine capacity for pump shotguns.\n\nThe [DECEA3]Boomstick[-] skill develops the quality of modification.,Aumenta a capacidade do carregador para espingardas de bomba.\n\nA habilidade [DECEA3]Boomstick[-] desenvolve a qualidade da modificação.
modGunCrippleEmDesc,item_modifiers,Mod,,Each shot has a chance to cripple a leg on a bipedal target.\n\nThe [DECEA3]Boomstick[-] skill develops the quality of modification.,Each shot has a chance to cripple a leg on a bipedal target.\n\nThe [DECEA3]Boomstick[-] skill develops the quality of modification.
modGunDrumMagazineExtenderDesc,item_modifiers,Mod,,"This large drum magazine increases the ammo capacity on machine guns, but is a little slower to reload.\n\nThe [DECEA3]Machine Gunner[-] skill develops the quality of modification.","Este grande carregador de bateria aumenta a capacidade de munição das metralhadoras, mas é um pouco mais lento para recarregar.\n\nA habilidade [DECEA3]Machine Gunner[-] desenvolve a qualidade da modificação."
modGunMagazineExtenderDesc,item_modifiers,Mod,,Increases magazine capacity.\n\nThe [DECEA3]Gunslinger[-] skill develops the quality of modification.,Aumenta a capacidade do carregador.\n\nA habilidade [DECEA3]Gunslinger[-] desenvolve a qualidade da modificação.
modGunBowPolymerStringDesc,item_modifiers,Mod,,Arrows and Bolts fly quicker and further with this modification.\n\nThe [DECEA3]Archery[-] skill develops the quality of modification.,Flechas e parafusos voam mais rápido e mais longe com esta modificação.\n\nA habilidade [DECEA3]Tiro com arco[-] desenvolve a qualidade da modificação.
modGunBowArrowRestDesc,item_modifiers,Mod,,An arrow rest improves the accuracy of a bow.\n\nThe [DECEA3]Archery[-] skill develops the quality of modification.,Um descanso de flecha melhora a precisão de um arco.\n\nA habilidade [DECEA3]Tiro com arco[-] desenvolve a qualidade da modificação.
modGunMeleeRadRemoverDesc,item_modifiers,Mod,,"Temporarily disables the regeneration ability of Radiated, Charged, and Infernal zombies.\n\nThe [DECEA3]The Huntsman[-] skill develops the quality of modification.","Desativa temporariamente a capacidade de regeneração de zumbis irradiados, carregados e infernais.\n\nA habilidade [DECEA3]The Huntsman[-] desenvolve a qualidade de modificação."
modGunMeleeTheHunterDesc,item_modifiers,Mod,,Do more damage to all animals and non-elite zombies.\n\nThe [DECEA3]The Huntsman[-] skill develops the quality of modification.,Causa mais danos a todos os animais.\n\nA habilidade [DECEA3]O Caçador[-] desenvolve a qualidade da modificação.
modMeleeSerratedBladeDesc,item_modifiers,Mod,,Has a chance to cause a Bleeding Wound on a regular attack.\n\nThe [DECEA3]Deep Cuts[-] skill develops the quality of modification.,Tem a chance de causar um ferimento sangrento em um ataque normal.\n\nA habilidade [DECEA3]Cortes profundos[-] desenvolve a qualidade da modificação.
modMeleeClubBarbedWireDesc,item_modifiers,Mod,,Has a chance to cause bleeding damage with primary attacks.\nCan be installed in clubs.\n\nThe [DECEA3]Pummel Pete[-] skill develops the quality of modification.,Tem chance de causar dano hemorrágico com ataques primários.\nPode ser instalado em clubes.\n\nA habilidade [DECEA3]Pummel Pete[-] desenvolve a qualidade de modificação.
modMeleeClubMetalSpikesDesc,item_modifiers,Mod,,Each successive hit lowers enemies armor rating.\nCan be installed in clubs.\n\nThe [DECEA3]Pummel Pete[-] skill develops the quality of modification.,Cada golpe sucessivo reduz a classificação de armadura dos inimigos.\nPode ser instalado em clubes.\n\nA habilidade [DECEA3]Pummel Pete[-] desenvolve a qualidade da modificação.
modMeleeClubMetalChainDesc,item_modifiers,Mod,,Has a chance to knock down opponents.\nCan be installed in clubs.\n\nThe [DECEA3]Pummel Pete[-] skill develops the quality of modification.,Tem a chance de derrubar oponentes.\nPode ser instalado em clubes.\n\nA habilidade [DECEA3]Pummel Pete[-] desenvolve a qualidade da modificação.
modMeleeWeightedHeadDesc,item_modifiers,Mod,,A modification for all melee weapons and tools.\nAdds a chance to stun and slow victims.\n\nKnives and machetes do not have a head that can be weighted.\n\nThe [DECEA3]Grand Slam[-] skill develops the quality of modification.,Uma modificação para todas as armas e ferramentas corpo a corpo.\nAdiciona uma chance de atordoar e retardar as vítimas.\n\nFacas e facões não têm cabeça que possa ser pesada.\n\nA habilidade [DECEA3]Grand Slam[-] desenvolve a qualidade da modificação.
modMeleeClubBurningShaftDesc,item_modifiers,Mod,,"A melee item can triple as a light source, set enemies on fire, and used as a source of heat.\n\nCan be installed in melee tools and weapons that have a long shaft or blade.\n\nThe [DECEA3]Advanced Engineering[-] skill develops the quality of modification.","Um item corpo a corpo pode triplicar como fonte de luz, incendiar inimigos e ser usado como fonte de calor.\n\nPode ser instalado em ferramentas corpo a corpo e armas que possuem uma haste ou lâmina longa.\n\nA habilidade [DECEA3]Engenharia Avançada[-] desenvolve a qualidade da modificação."
modMeleeTemperedBladeDesc,item_modifiers,Mod,,This blade modification increases block damage and lowers degradation.\n\nThe [DECEA3]Advanced Engineering[-] skill develops the quality of modification.,Esta modificação da lâmina aumenta o dano do bloco e reduz a degradação.\n\nA habilidade [DECEA3]Engenharia Avançada[-] desenvolve a qualidade da modificação.
modMeleeGraveDiggerDesc,item_modifiers,Mod,,Does more damage against dirt.\n\nThe [DECEA3]Miner 69'er[-] skill develops the quality of modification.,Causa mais dano contra sujeira.\n\nA habilidade [DECEA3]Miner 69'er[-] desenvolve a qualidade de modificação.
modMeleeBunkerBusterDesc,item_modifiers,Mod,,Does more damage against stone.\n\nThe [DECEA3]Miner 69'er[-] skill develops the quality of modification.,Causa mais dano contra pedra.\n\nA habilidade [DECEA3]Miner 69'er[-] desenvolve a qualidade de modificação.
modMeleeIronBreakerDesc,item_modifiers,Mod,,Does more damage against iron.\n\nThe [DECEA3]Miner 69'er[-] skill develops the quality of modification.,Causa mais dano contra o ferro.\n\nA habilidade [DECEA3]Miner 69'er[-] desenvolve a qualidade de modificação.
modMeleeWoodSplitterDesc,item_modifiers,Mod,,Does more damage against wood.\n\nThe [DECEA3]Miner 69'er[-] skill develops the quality of modification.,Causa mais danos contra madeira.\n\nA habilidade [DECEA3]Miner 69'er[-] desenvolve a qualidade de modificação.
modMeleeFiremansAxeModDesc,item_modifiers,Mod,,"Deal more damage to blocks, but less damage to enemies.\n\nThe [DECEA3]Miner 69'er[-] skill develops the quality of modification.","Causa mais dano aos blocos, mas menos dano aos inimigos.\n\nA habilidade [DECEA3]Miner 69'er[-] desenvolve a qualidade da modificação."
modMeleeErgonomicGripDesc,item_modifiers,Mod,,"Decreases melee stamina usage, increases melee attack speed and increases weapon handling of bows.\n\nThe [DECEA3]Mother Lode[-] or [DECEA3]Archery[-] skill's develops the quality of modification.",Diminui o uso de resistência corpo a corpo e aumenta o manuseio de arcos.\n\nA habilidade [DECEA3]Mother Lode[-] desenvolve a qualidade da modificação.
modMeleeStructuralBraceDesc,item_modifiers,Mod,,"This modification lowers degradation for melee weapons, tools, and bows.\n\nThe [DECEA3]Mother Lode[-] skill develops the quality of modification.","Esta modificação reduz a degradação de armas brancas, ferramentas e arcos.\n\nA habilidade [DECEA3]Mother Lode[-] desenvolve a qualidade da modificação."
