Key,Source,Context,Changes,English,Japanese
Quest_RareCont_Damage_BurntForestName,Quest,Quest Info,,[D1D5FF]Rare Contract:[-] Damage in the burnt forest,[D1D5FF]レア契約：[-] 焼けた森のダメージ
Quest_RareCont_Damage_BurntForestOffer,Quest,Quest Info,,"«Once you know the area well, you'll be able to deal more damage to any creature.\nKill [DECEA3]burnt zombies[-] while in the burnt forest and collect the necessary ingredients. Then I can create an elixir that will increase damage in the burnt forest by [DECEA3]1%[-].\n\nJust keep in mind that you should only hunt them in the burnt forest.»\n\n[DECEA3]- Leshy[-]",«エリアをよく理解すれば、どんな生き物にもより多くのダメージを与えることができるようになります。\n焼けた森にいる間に[DECEA3]焼けたゾンビ[-]を倒し、必要な材料を集めてください。そうすれば、焼けた森でのダメージを [DECEA3]1%[-]増加させるエリクサーを作成できます。\n\n彼らを狩るのは焼け焦げた森だけであることを覚えておいてください。»\n\n[DECEA3]- レシー[-]
Elixir_Damage_Desert,items,questItem,,[DECEA3]Elixir:[-] Damage in the desert,[DECEA3]エリクサー：[-] 砂漠でのダメージ
Elixir_Damage_DesertDesc,items,questItem,,"When used, permanently increases damage bonus in the desert by [DECEA3]1%[-].",使用すると、砂漠でのダメージボーナスが永続的に[DECEA3]1%[-]増加します。
Ingredients_Damage_Desert,items,questItem,,[D1D5FF]Ingredients:[-] Damage in the desert,[D1D5FF]材料:[-] 砂漠でのダメージ
RareCont_Damage_Desert,items,questItem,,[D1D5FF]Rare Contract:[-] Damage in the desert,[D1D5FF]レア契約：[-] 砂漠でのダメージ
RareCont_Damage_DesertDesc,items,questItem,,"Launches [D1D5FF]Rare Contract:[-] Damage in the desert\n\nBy completing the contract, you will permanently receive a [DECEA3]1%[-] bonus to damage in the desert.",[D1D5FF]レア契約の開始：[-] 砂漠でのダメージ\n\n契約を完了すると、永久に砂漠でのダメージに[DECEA3]1%[-]のボーナスを得ることができます。
Quest_RareCont_Damage_DesertName,Quest,Quest Info,,[D1D5FF]Rare Contract:[-] Damage in the desert,[D1D5FF]レア契約：[-] 砂漠でのダメージ
Quest_RareCont_Damage_DesertOffer,Quest,Quest Info,,"«Once you know the area well, you'll be able to deal more damage to any creature.\nKill [DECEA3]vultures[-] while in the desert and collect the necessary ingredients. Then I can create an elixir that will increase damage in the desert by [DECEA3]1%[-].\n\nJust keep in mind that you should only hunt them in the desert.»\n\n[DECEA3]- Leshy[-]",«そのエリアをよく知っていれば、どんな生き物にもより多くのダメージを与えることができるようになります。\n砂漠にいる間に[DECEA3]ハゲワシ[-]を倒し、必要な材料を集めてください。そうすれば、砂漠でのダメージを [DECEA3]1%[-]増加させるエリクサーを作成できます。\n\n彼らを狩るのは砂漠だけであることを覚えておいてください。»\n\n[DECEA3]- レシー[-]
Elixir_Damage_Snow,items,questItem,,[DECEA3]Elixir:[-] Damage in the snow,[DECEA3]エリクサー：[-] 雪によるダメージ
Elixir_Damage_SnowDesc,items,questItem,,"When used, permanently increases damage bonus in the snow by [DECEA3]1%[-].",使用すると、雪中でのダメージボーナスが永続的に[DECEA3]1%[-]増加します。
Ingredients_Damage_Snow,items,questItem,,[D1D5FF]Ingredients:[-] Damage in the snow,[D1D5FF]材料:[-] 雪によるダメージ
RareCont_Damage_Snow,items,questItem,,[D1D5FF]Rare Contract:[-] Damage in the snow,[D1D5FF]レア契約：[-] 雪によるダメージ
RareCont_Damage_SnowDesc,items,questItem,,"Launches [D1D5FF]Rare Contract:[-] Damage in the snow\n\nBy completing the contract, you will permanently receive a [DECEA3]1%[-] bonus to damage in the snow.",[D1D5FF]レア契約:[-] 雪中ダメージを開始します\n\n契約を完了すると、雪中ダメージに対して[DECEA3]1%[-]のボーナスを永続的に受け取ることができます。
Quest_RareCont_Damage_SnowName,Quest,Quest Info,,[D1D5FF]Rare Contract:[-] Damage in the snow,[D1D5FF]レア契約：[-] 雪によるダメージ
Quest_RareCont_Damage_SnowOffer,Quest,Quest Info,,"«Once you know the area well, you'll be able to deal more damage to any creature.\nKill [DECEA3]lumberjacks[-] while in the snow and collect the necessary ingredients. Then I can create an elixir that will increase damage in the snow by [DECEA3]1%[-].\n\nJust keep in mind that you should only hunt them in the snow.»\n\n[DECEA3]- Leshy[-]",«エリアをよく理解すれば、どんな生き物にもより多くのダメージを与えることができるようになります。\n雪の中で[DECEA3]木こり[-]を倒し、必要な材料を集めてください。そうすれば、雪の中でのダメージを [DECEA3]1%[-]増加させるエリクサーを作成できます。\n\n彼らを狩るのは雪の中でのみにしてください。»\n\n[DECEA3]- レシー[-]
Elixir_Damage_Wasteland,items,questItem,,[DECEA3]Elixir:[-] Damage in the wasteland,[DECEA3]エリクサー：[-] ウェイストランドのダメージ
Elixir_Damage_WastelandDesc,items,questItem,,"When used, permanently increases damage bonus in the wasteland by [DECEA3]1%[-].",使用すると、ウェイストランドでのダメージボーナスが永続的に[DECEA3]1%[-]増加します。
Ingredients_Damage_Wasteland,items,questItem,,[D1D5FF]Ingredients:[-] Damage in the wasteland,[D1D5FF]材料:[-] ウェイストランドのダメージ
RareCont_Damage_Wasteland,items,questItem,,[D1D5FF]Rare Contract:[-] Damage in the wasteland,[D1D5FF]レア契約：[-] ウェイストランドでのダメージ
RareCont_Damage_WastelandDesc,items,questItem,,"Launches [D1D5FF]Rare Contract:[-] Damage in the wasteland\n\nBy completing the contract, you will permanently receive a [DECEA3]1%[-] bonus to damage in the wasteland.",[D1D5FF]レア契約の開始：[-] ウェイストランドでのダメージ\n\n契約を完了すると、ウェイストランドでのダメージに対して[DECEA3]1%[-]のボーナスを永続的に受け取ることができます。
Quest_RareCont_Damage_WastelandName,Quest,Quest Info,,[D1D5FF]Rare Contract:[-] Damage in the wasteland,[D1D5FF]レア契約：[-] ウェイストランドでのダメージ
Quest_RareCont_Damage_WastelandOffer,Quest,Quest Info,,"«Once you know the area well, you'll be able to deal more damage to any creature.\nKill [DECEA3]mutants[-] while in the wasteland and collect the necessary ingredients. Then I can create an elixir that will increase damage in the wasteland by [DECEA3]1%[-].\n\nJust keep in mind that you should only hunt them in the wasteland.»\n\n[DECEA3]- Leshy[-]",«エリアをよく理解すれば、どんなクリーチャーにもより多くのダメージを与えることができるようになります。\nウェイストランドにいる間に[DECEA3]ミュータント[-]を倒し、必要な材料を集めてください。そうすれば、ウェイストランドでのダメージを [DECEA3]1%[-]増加させるエリクサーを作成できます。\n\n彼らを狩るのはウェイストランドのみであることを覚えておいてください。»\n\n[DECEA3]- レシー[-]
Elixir_Damage_Rifle,items,questItem,,[DECEA3]Elixir:[-] Rifle damage,[DECEA3]エリクサー：[-] ライフルダメージ
Elixir_Damage_RifleDesc,items,questItem,,"When used, permanently increases rifle damage bonus by [DECEA3]1%[-].",使用すると、ライフルのダメージボーナスが永続的に[DECEA3]1%[-]増加します。
Ingredients_Damage_Rifle,items,questItem,,[D1D5FF]Ingredients:[-] Rifle damage,[D1D5FF]成分:[-] ライフルダメージ
RareCont_Damage_Rifle,items,questItem,,[D1D5FF]Rare Contract:[-] Rifle damage,[D1D5FF]レア契約：[-] ライフルダメージ
RareCont_Damage_RifleDesc,items,questItem,,"Launches [D1D5FF]Rare Contract:[-] Rifle damage\n\nBy completing the contract, you will permanently receive a [DECEA3]1%[-] rifle damage bonus.",[D1D5FF]レア契約を開始:[-] ライフル ダメージ\n\n契約を完了すると、[DECEA3]1%[-]のライフル ダメージ ボーナスを永続的に受け取ることができます。
Quest_RareCont_Damage_RifleName,Quest,Quest Info,,[D1D5FF]Rare Contract:[-] Rifle damage,[D1D5FF]レア契約：[-] ライフルダメージ
Quest_RareCont_Damage_RifleOffer,Quest,Quest Info,,«Kill [DECEA3]minibosses[-] in the desert and collect the necessary ingredients. Then I can create an elixir that will increase rifle damage by [DECEA3]1%[-].\n\nJust keep in mind that you should only hunt them using sniper rifles.»\n\n[DECEA3]- Leshy[-],«砂漠で[DECEA3]ミニボス[-]を倒し、必要な材料を集めてください。そうすれば、ライフルのダメージを [DECEA3]1%[-]増加させるエリクサーを作成できます。\n\nスナイパーライフルのみを使用して彼らを狩るべきであることに注意してください。»\n\n[DECEA3]- レシー[-]
Elixir_Damage_MachineGun,items,questItem,,[DECEA3]Elixir:[-] Automatic weapon damage,[DECEA3]エリクサー：[-] 自動武器ダメージ
Elixir_Damage_MachineGunDesc,items,questItem,,"When used, permanently increases automatic weapon damage bonus by [DECEA3]1%[-].",使用すると、自動武器ダメージボーナスが永続的に[DECEA3]1%[-]増加します。
Ingredients_Damage_MachineGun,items,questItem,,[D1D5FF]Ingredients:[-] Automatic weapon damage,[D1D5FF]成分:[-] 自動武器ダメージ
RareCont_Damage_MachineGun,items,questItem,,[D1D5FF]Rare Contract:[-] Automatic weapon damage,[D1D5FF]レア契約：[-] 自動武器ダメージ
RareCont_Damage_MachineGunDesc,items,questItem,,"Launches [D1D5FF]Rare Contract:[-] Automatic weapon damage\n\nBy completing the contract, you will permanently receive a [DECEA3]1%[-] automatic weapon damage bonus.",[D1D5FF]レア契約の開始:[-] 自動武器ダメージ\n\n契約を完了すると、[DECEA3]1%[-] 自動武器ダメージ ボーナスを永続的に受け取ることができます。
Quest_RareCont_Damage_MachineGunName,Quest,Quest Info,,[D1D5FF]Rare Contract:[-] Automatic weapon damage,[D1D5FF]レア契約：[-] 自動武器ダメージ
Quest_RareCont_Damage_MachineGunOffer,Quest,Quest Info,,«Kill [DECEA3]minibosses[-] in the snow and collect the necessary ingredients. Then I can create an elixir that will increase automatic weapon damage by [DECEA3]1%[-].\n\nJust keep in mind that you should only hunt them using automatic weapons.»\n\n[DECEA3]- Leshy[-],«雪の中で[DECEA3]ミニボス[-]を倒し、必要な材料を集めてください。そうすれば、自動武器のダメージを [DECEA3]1%[-]増加させるエリクサーを作成できます。\n\n自動武器を使用してのみ彼らを狩るべきであることに注意してください。»\n\n[DECEA3]- レシー[-]
Elixir_Damage_Shotgun,items,questItem,,[DECEA3]Elixir:[-] Shotgun damage,[DECEA3]エリクサー：[-] ショットガンダメージ
Elixir_Damage_ShotgunDesc,items,questItem,,"When used, permanently increases shotgun damage bonus by [DECEA3]1%[-].",使用すると、ショットガンのダメージボーナスが永続的に[DECEA3]1%[-]増加します。
Ingredients_Damage_Shotgun,items,questItem,,[D1D5FF]Ingredients:[-] Shotgun damage,[D1D5FF]成分:[-] ショットガンダメージ
RareCont_Damage_Shotgun,items,questItem,,[D1D5FF]Rare Contract:[-] Shotgun damage,[D1D5FF]レア契約：[-] ショットガンダメージ
RareCont_Damage_ShotgunDesc,items,questItem,,"Launches [D1D5FF]Rare Contract:[-] Shotgun damage\n\nBy completing the contract, you will permanently receive a [DECEA3]1%[-] shotgun damage bonus.",[D1D5FF]レア契約の開始:[-] ショットガン ダメージ\n\n契約を完了すると、[DECEA3]1%[-] ショットガン ダメージ ボーナスを永続的に受け取ることができます。
Quest_RareCont_Damage_ShotgunName,Quest,Quest Info,,[D1D5FF]Rare Contract:[-] Shotgun damage,[D1D5FF]レア契約：[-] ショットガンダメージ
Quest_RareCont_Damage_ShotgunOffer,Quest,Quest Info,,«Kill [DECEA3]minibosses[-] in the desert and collect the necessary ingredients. Then I can create an elixir that will increase shotgun damage by [DECEA3]1%[-].\n\nJust keep in mind that you should only hunt them using shotguns.»\n\n[DECEA3]- Leshy[-],«砂漠で[DECEA3]ミニボス[-]を倒し、必要な材料を集めてください。そうすれば、ショットガンのダメージを [DECEA3]1%[-]増加させるエリクサーを作成できます。\n\n彼らを狩るには必ずショットガンを使用するようにしてください。»\n\n[DECEA3]- レシー[-]
Elixir_Damage_Pistol,items,questItem,,[DECEA3]Elixir:[-] Pistol damage,[DECEA3]エリクサー：[-] ピストルダメージ
