Key,Source,Context,Changes,English,Spanish
buffHygieneModerateIncDesc,buffs,Buff,,"Your body is noticeably covered in dirt. Your hygiene leaves much to be desired.\nThe recovery rate of critical wounds and the duration of positive effects are reduced by [DECEA3]15%[-]. Also, the chance of becoming infected when attacked by zombies or animals is increased by [DECEA3]30%[-]. This significantly reduces your stress tolerance.\n\n[DECEA3]Wash yourself in a body of water or take a bath. Using wipes or wet wipes will also help restore hygiene.[-]","Tu cuerpo está notablemente cubierto de suciedad. Tu higiene deja mucho que desear.\nLa tasa de recuperación de heridas críticas y la duración de los efectos positivos se reducen en un [DECEA3]15%[-]. Además, la probabilidad de infectarse al ser atacado por zombis o animales aumenta en un [DECEA3]30%[-]. Esto reduce significativamente tu tolerancia al estrés.\n\n[DECEA3]Lávese en un cuerpo de agua o tome un baño. Usar toallitas húmedas también ayudará a restablecer la higiene.[-]"
buffHygieneSevereName,buffs,buff,,Severe unhygiene,Antihigiénico severo
buffHygieneSevereTooltip,buffs,buff,,Forget about hygiene,Olvídate de la higiene
buffHygieneSevereIncDesc,buffs,Buff,,"You're completely covered in dirt. Forget about hygiene.\nThe recovery rate of critical wounds and the duration of positive effects have been reduced by [DECEA3]30%[-]. Also, the chance of becoming infected when attacked by zombies or animals has been increased by [DECEA3]50%[-]. This greatly reduces your stress tolerance.\n\n[DECEA3]Wash yourself in a body of water or take a bath. Using wipes or wet wipes will also help restore hygiene.[-]","Estás completamente cubierto de suciedad. Olvídate de la higiene.\nLa tasa de recuperación de heridas críticas y la duración de los efectos positivos se han reducido en un [DECEA3]30%[-]. Además, la probabilidad de infectarse al ser atacado por zombis o animales ha aumentado en un [DECEA3]50%[-]. Esto reduce considerablemente tu tolerancia al estrés.\n\n[DECEA3]Lávese en un cuerpo de agua o tome un baño. Usar toallitas húmedas también ayudará a restablecer la higiene.[-]"

===
=== Z_HUD ===
===


xuiLevel,UI,XUI,,LEVEL,NIVEL
xuiDayNew,UI,XUI,,DAY,DÍA

===
=== Z_Master_Skills ===
===


perkTurretsDesc,progression,perk Int,,You are fascinated with robotics. Learn to use and deploy robotic weapons.\nBoost loot odds of [DECEA3]Tech Planet[-] and [DECEA3]Wiring 101[-] magazines.,You are fascinated with robotics. Learn to use and deploy robotic weapons.\nBoost loot odds of [DECEA3]Tech Planet[-] and [DECEA3]Wiring 101[-] magazines.
MeleeCombistick,buffs,buff,,Combistick,Combistick
buffMeleeCombistickDesc,buffs,Buff,,Your next power attack will trigger the Combistick technique. If the target survives and is not a boss, it will be knocked down again when it tries to get up. This ability has a cooldown of [DECEA3]10[-] seconds.,Tu siguiente ataque potente activará la técnica Combistick. Si el objetivo sobrevive y no es un jefe, volverá a ser derribado cuando intente levantarse. Esta habilidad tiene un tiempo de recarga de [DECEA3]10[-] segundos.
MeleeDestructor,buffs,buff,,Destructor,Incinerador de basuras
bathBlockVariantHelper,blocks,Variant,,Bath,Baño
emptyJars,items,Item,,Empty Jars,Frascos vacíos
emptyBottles,items,Item,,Empty Bottles,Botellas vacías
xuiMinerFuel,items,Item,,Fuel,Combustible
dewCollectorHasDirtyWater,UI,Use Prompt,,{0} Open {1} ([CABE21]Dirty water[-]),{0} Abrir {1} ([CABE21]Agua sucia[-])
dewCollectorHasCleanWater,UI,Use Prompt,,{0} Open {1} ([00ADD8]Clean water[-]),{0} Abrir {1} ([00ADD8]Agua limpia[-])
AutoMinerIronHasItemText,UI,Use Prompt,,{0} Open {1} ([CFEDFF]Iron reserves[-]),{0} Abrir {1} ([CFEDFF]Reservas de hierro[-])
AutoMinerLeadHasItemText,UI,Use Prompt,,{0} Open {1} ([CFEDFF]Lead reserves[-]),{0} Abrir {1} ([CFEDFF]Reservas de plomo[-])
AutoMinerNitrateHasItemText,UI,Use Prompt,,{0} Open {1} ([CFEDFF]Potassium nitrate reserves[-]),{0} Abrir {1} ([CFEDFF]Reservas de nitrato de potasio[-])
AutoMinerCoalHasItemText,UI,Use Prompt,,{0} Open {1} ([CFEDFF]Coal reserves[-]),{0} Abrir {1} ([CFEDFF]Reservas de carbón[-])
AutoMinerClayHasItemText,UI,Use Prompt,,{0} Open {1} ([CFEDFF]Clay reserves[-]),{0} Abrir {1} ([CFEDFF]Reservas de arcilla[-])
AutoMinerShaleHasItemText,UI,Use Prompt,,{0} Open {1} ([CFEDFF]Shale reserves[-]),{0} Abrir {1} ([CFEDFF]Reservas de esquisto[-])
xuiFuel,UI,XUI,,Fuel,Combustible
xuiScrap,UI,XUI,,Resources,Recursos
xuiAutoMinerIron,UI,XUI,,Iron mining,Minería de hierro
xuiAutoMinerCoal,UI,XUI,,Coal mining,Minería de carbón
xuiAutoMinerNitrate,UI,XUI,,Potassium nitrate mining,Minería de nitrato de potasio
xuiAutoMinerLead,UI,XUI,,Lead mining,Minería de plomo
xuiAutoMinerShale,UI,XUI,,Shale mining,Minería de esquisto
xuiAutoMinerClay,UI,XUI,,Clay mining,Minería de arcilla
resourceClayLumpBundle,items,Item,,Stack of clay lump (12000),Pila de terrones de arcilla (12000)
resourceClayLumpBundleDesc,items,Item,,This is a compact stack of clay lump. Use this item to open and unpack it.,Esta es una pila compacta de terrones de arcilla. Úsala para abrirla y desempacarla.
recyclerSmallMechanicsVariantHelper,blocks,Variant,,[CDD2FF]Recycling:[-] Small mechanical items,[CDD2FF]Reciclaje:[-] Artículos mecánicos pequeños
recyclerSmallMechanicsDesc,blocks,Variant,,Items for recycling. Used to create a [DECEA3]Small Mechanical Parts Kit[-] in the Recycler.,Artículos para reciclar. Se utilizan para crear un [DECEA3]Kit de piezas mecánicas pequeñas[-] en el Reciclador.
recyclerMediumMechanicsDesc,blocks,Variant,,Items for recycling. Used to create a [DECEA3]Medium Mechanical Parts Set[-] in the Recycler.,Artículos para reciclar. Se utilizan para crear un [DECEA3]Conjunto de piezas mecánicas medianas[-] en el Reciclador.
recyclerMediumMechanicsVariantHelper,blocks,Variant,,[CDD2FF]Recycling:[-] Medium mechanical items,[CDD2FF]Reciclaje:[-] Artículos mecánicos medianos
recyclerBedMadeVariantHelper,blocks,Variant,,[CDD2FF]Recycling:[-] Beds,[CDD2FF]Reciclaje:[-] Camas
recyclerBedMadeVariantHelperDesc,blocks,Variant,,Items for recycling. Used to create a [DECEA3]Medium Mechanical Parts Set[-] in the Recycler.\n\nCan also be used for rest and medium recovery of Strength Reserve.,Artículos para reciclar. Se utilizan para crear un [DECEA3]Conjunto de piezas mecánicas medianas[-] en el Reciclador.\n\nTambién se puede utilizar para descansar y recuperar una cantidad media de Reserva de fuerza.
recyclerMedicalBedVariantHelper,blocks,Variant,,[CDD2FF]Recycling:[-] Medical beds,[CDD2FF]Reciclaje:[-] Camas médicas
recyclerMedicalBedVariantHelperDesc,blocks,Variant,,Items for recycling. Used to create a [DECEA3]Medium Mechanical Parts Set[-] in the Recycler.\n\nCan also be used to restore character health and critical effects.,Artículos para reciclar. Se utilizan para crear un [DECEA3]Conjunto de piezas mecánicas medianas[-] en el Reciclador.\n\nTambién se puede utilizar para restaurar la salud del personaje y los efectos críticos.
recyclerGYMVariantHelper,blocks,Variant,,[CDD2FF]Recycling:[-] Sports equipment,[CDD2FF]Reciclaje:[-] Equipo deportivo
recyclerGYMLargeMechanicsDesc,blocks,Variant,,Items for recycling. Used to create a [DECEA3]Large Mechanical Parts Set[-] in the Recycler.\n\nThe equipment can also be used for training.,Artículos para reciclar. Se utilizan para crear un [DECEA3]Conjunto de piezas mecánicas grandes[-] en el Reciclador.\n\nEl equipo también se puede utilizar para entrenamiento.
recyclerLargeMechanicsVariantHelper,blocks,Variant,,[CDD2FF]Recycling:[-] Large mechanical items,[CDD2FF]Reciclaje:[-] Artículos mecánicos grandes
recyclerLargeMechanicsDesc,blocks,Variant,,Items for recycling. Used to create a [DECEA3]Large Mechanical Parts Set[-] in the Recycler.,Artículos para reciclar. Se utilizan para crear un [DECEA3]Conjunto de piezas mecánicas grandes[-] en el Reciclador.
recyclerSmallElectronicsVariantHelper,blocks,Variant,,[CDD2FF]Recycling:[-] Small electrical appliances,[CDD2FF]Reciclaje:[-] Pequeños electrodomésticos
recyclerSmallElectronicsDesc,blocks,Variant,,Items for recycling. Used to create a [DECEA3]Small Electrical Parts Kit[-] in the Recycler.,Artículos para reciclar. Se utilizan para crear un [DECEA3]Kit de piezas eléctricas pequeñas[-] en el Reciclador.
recyclerMEGeneralVariantHelper,blocks,Variant,,[CDD2FF]Recycling:[-] Medium electronics,[CDD2FF]Reciclaje:[-] Electrónica mediana
recyclerMEConditionVariantHelper,blocks,Variant,,[CDD2FF]Recycling:[-] Air conditioners,[CDD2FF]Reciclaje:[-] Acondicionadores de aire
recyclerMESatelliteVariantHelper,blocks,Variant,,[CDD2FF]Recycling:[-] Satellite units,[CDD2FF]Reciclaje:[-] Unidades de satélite
recyclerMEKitchenVariantHelper,blocks,Variant,,[CDD2FF]Recycling:[-] Kitchen appliances,[CDD2FF]Reciclaje:[-] Electrodomésticos de cocina
recyclerMETVVariantHelper,blocks,Variant,,[CDD2FF]Recycling:[-] TVs and computers,[CDD2FF]Reciclaje:[-] Televisiones y computadoras
recyclerMediumElectronicsDesc,blocks,Variant,,Items for recycling. Used to create a [DECEA3]Medium Electrical Parts Set[-] in the Recycler.,Artículos para reciclar. Se utilizan para crear un [DECEA3]Conjunto de piezas eléctricas medianas[-] en el Reciclador.
recyclerLargeElectronicsVariantHelper,blocks,Variant,,[CDD2FF]Recycling:[-] Large electrical appliances,[CDD2FF]Reciclaje:[-] Electrodomésticos grandes
recyclerLargeElectronicsDesc,blocks,Variant,,Items for recycling. Used to create a [DECEA3]Large Electrical Parts Set[-] in the Recycler.,Artículos para reciclar. Se utilizan para crear un [DECEA3]Conjunto de piezas eléctricas grandes[-] en el Reciclador.
recyclerCarsVariantHelper,blocks,Variant,,[CDD2FF]Recycling:[-] Damaged cars,[CDD2FF]Reciclaje:[-] Coches dañados
recyclerServerVariantHelper,blocks,Variant,,[CDD2FF]Recycling:[-] Servers,[CDD2FF]Reciclaje:[-] Servidores
recyclerWasherIndustrialVariantHelper,blocks,Variant,,[CDD2FF]Recycling:[-] Industrial washing machines,[CDD2FF]Reciclaje:[-] Lavadoras industriales
cntShippingCrateHero,blocks,Container,,[FFA463]Sealed[-] shipping crate,[FFA463]Caja de envío sellada[-]
cntShippingCrateLabEquipment,blocks,Container,,Pop-N-Pills [FFA463]sealed[-] shipping crate,[FFA463]Caja de envío sellada[-] Pop-N-Pills
cntShippingCrateMoPowerElectronics,blocks,Container,,Mo Power Electronics [FFA463]sealed[-] shipping crate,[FFA463]Caja de envío sellada[-] Mo Power Electronics
cntShippingCrateSavageCountry,blocks,Container,,Savage Country [FFA463]sealed[-] shipping crate,[FFA463]Caja de envío sellada[-] Savage Country
cntShippingCrateShamway,blocks,Container,,Shamway [FFA463]sealed[-] shipping crate,[FFA463]Caja de envío sellada[-] Shamway
cntShippingCrateShotgunMessiah,blocks,Container,,Shotgun Messiah [FFA463]sealed[-] shipping crate,[FFA463]Caja de envío sellada[-] Shotgun Messiah
cntShippingCrateWorkingStiffs,blocks,Container,,Working Stiffs [FFA463]sealed[-] shipping crate,[FFA463]Caja de envío sellada[-] Working Stiffs
cntShippingCrateBookstore,blocks,Container,,Crack-A-Book [FFA463]sealed[-] shipping crate,[FFA463]Caja de envío sellada[-] Crack-A-Book
cntShippingCrateCarParts,blocks,Container,,Pass-N-Gas [FFA463]sealed[-] shipping crate,[FFA463]Caja de envío sellada[-] Pass-N-Gas
perkIntellectMasteryRank4Desc,progression,perk Int,,Wise guy,Sabio
perkIntellectMasteryRank4LongDesc,progression,perk Int,,"When training at the table, you get [DECEA3]2[-] times more experience. Stun batons only take [DECEA3]2[-] hits to charge.\n\n[DECEA3]Training Tables[-] — can be found in various POIs","Al entrenar en la mesa, obtienes el doble de experiencia. La carga de la porra de aturdimiento está siempre lista.\n\n[DECEA3]Mesas de entrenamiento[-] — se pueden encontrar en varios POI."
perkPhysicianRank5Desc,progression,perk Int,,Pharmacist,Farmacéutico
perkPhysicianRank5LongDesc,progression,perk Int,,Under the influence of Fort Bites tablets you cannot break or dislocate a limb.,"Bajo los efectos de las tabletas Fort Bites, no es posible fracturarse ni dislocarse una extremidad."
perkIntellectMasteryRank2LongDesc,progression,perk Int,,"Adds a [DECEA3]25%[-] chance to find a book, magazine, or schematic in loot. Possibility of creating Magazine Boosters.","Añade un [DECEA3]25%[-] de probabilidad de encontrar un libro, una revista o un esquema en los botines. Posibilidad de crear Magazine Boosters."
perkIntellectMasteryRank5LongDesc,progression,perk Int,,Each blow landed with a stun baton has a [DECEA3]10%[-] chance for instant death.,Cada golpe con la porra aturdidora puede ser mortal en un [DECEA3]10%[-] de los casos.
tooltipJammed,UI,Menu,,{0} Use {1} [DECEA3](Jammed)[-],{0} Usar {1} [DECEA3](Atascado)[-]
tooltipLocked,UI,Menu,,{0} Use {1} [FFA463](Locked)[-],{0} Usar {1} [FFA463](Bloqueado)[-]
tooltipUnlocked,UI,Menu,,{0} Use {1} (Unlocked),{0} Usar {1} (Desbloqueado)
lblCategoryBakery,UI,Tooltip,,Bakery,Panadería
lblCategoryElixirs,UI,Tooltip,,Elixirs,Elixires
lblCategoryComplexes,UI,Tooltip,,Complexes,Complejos
lblCategoryBooster,UI,Tooltip,,Boosters,Potenciadores
lblCategoryStimulants,UI,Tooltip,,Stimulants,Estimulantes
lblCategoryRecAll,UI,Tooltip,,All,Todo
lblCategoryRecSmall,UI,Tooltip,,Small machinery,Maquinaria pequeña
lblCategoryRecMedium,UI,Tooltip,,Medium machinery,Maquinaria mediana
lblCategoryRecLarge,UI,Tooltip,,Large machinery,Maquinaria grande
alloysShapes:VariantHelper,blocks,Block,,Durable alloy shapes,Formas de aleaciones duraderas
resourceDurablAlloys,items,buildingResource,,Durable alloys,Aleaciones duraderas
resourceDurablAlloysDesc,items,buildingResource,,"Used to improve steel blocks.\n\nSignificantly increases the block's durability, as well as its resistance to explosions.\n\n[DECEA3]Warning: Improvement only available with the Improved Nailgun[-]","Se utilizan para mejorar los bloques de acero.\n\nAumenta significativamente la durabilidad del bloque, así como su resistencia a las explosiones.\n\n[DECEA3]Advertencia: La mejora solo está disponible con la Clavadora Mejorada[-]"
materialMAlloys_shapes,blocks,Block,,Durable alloys,Aleaciones duraderas
alloysBlockGroupDesc,blocks,Block,,The most durable type of block. Significantly increased durability and resistance to explosions.,El tipo de bloque más duradero. Durabilidad y resistencia a las explosiones significativamente aumentadas.
UniqueParts,items,Resources,,[F0B18A]Unique[-] parts,[F0B18A]Piezas únicas[-]
UniquePartsDesc,items,Resources,,A rare resource in the quarantine zone.\nUsed for crafting [F0B18A]unique[-] weapons with random properties and for crafting [FFB800]unique[-] modifications.,Un recurso raro en la zona de cuarentena.\nSe utiliza para fabricar armas [F0B18A]únicas[-] con propiedades aleatorias y para fabricar modificaciones [FFB800]únicas[-].
UniqueBuldogBundle,items,item,,[F0B18A]Legendary[-] [FFB800]«Bulldog»[-],[F0B18A]Legendario[-] [FFB800]«Bulldog»[-]
UniqueBuldogBundleDesc,items,item,,Contains a unique [FFB800]«Bulldog»[-] Machine Gun (tier 6) with a random property.,Contiene una ametralladora única [FFB800]«Bulldog»[-] (nivel 6) con una propiedad aleatoria.
UniqueEraserBundle,items,item,,[F0B18A]Legendary[-] [FFB800]«Eraser»[-],[F0B18A]Legendario[-] [FFB800]«Eraser»[-]
UniqueEraserBundleDesc,items,item,,Contains a unique [FFB800]«Eraser»[-] automatic shotgun (tier 6) with a random property.,Contiene una escopeta automática única [FFB800]«Eraser»[-] (nivel 6) con una propiedad aleatoria.
UniqueGausBundle,items,item,,[F0B18A]Legendary[-] [FFB800]«Gaus»[-],[F0B18A]Legendario[-] [FFB800]«Gauss»[-]
UniqueGausBundleDesc,items,item,,Contains a unique [FFB800]«Gaus»[-] sniper rifle (tier 6) with a random property.,Contiene un rifle de francotirador único [FFB800]«Gaus»[-] (nivel 6) con una propiedad aleatoria.
UniqueZingerBundle,items,item,,[F0B18A]Legendary[-] [FFB800]«Zinger»[-],[F0B18A]Legendario[-] [FFB800]«Zinger»[-]
UniqueZingerBundleDesc,items,item,,Contains a unique [FFB800]«Zinger»[-] submachine gun (tier 6) with a random property.,Contiene un subfusil único [FFB800]«Zinger»[-] (nivel 6) con una propiedad aleatoria.
UniqueCombistickBundle,items,item,,[F0B18A]Legendary[-] [FFB800]«Combistick»[-],[F0B18A]Legendario[-] [FFB800]«Combistick»[-]
UniqueCombistickBundleDesc,items,item,,Contains a legendary [FFB800]«Combistick»[-] spear (tier 6) with a random property.,Contiene una lanza legendaria [FFB800]«Combistick»[-] (nivel 6) con una propiedad aleatoria.
UniqueBarbarianBundle,items,item,,[F0B18A]Legendary[-] [FFB800]«Barbarian»[-],[F0B18A]Legendario[-] [FFB800]«Bárbaro»[-]
UniqueBarbarianBundleDesc,items,item,,Contains a legendary [FFB800]«Barbarian»[-] axe (tier 6) with a random property.,Contiene un hacha legendaria [FFB800]«Bárbaro»[-] (nivel 6) con una propiedad aleatoria.
UniqueDestructorBundle,items,item,,[F0B18A]Legendary[-] [FFB800]«Destructor»[-],[F0B18A]Legendario[-] [FFB800]«Destructor»[-]
UniqueDestructorBundleDesc,items,item,,Contains a legendary [FFB800]«Destructor»[-] sledgehammer (tier 6) with a random property.,Contiene una almádena legendaria [FFB800]«Destructor»[-] (nivel 6) con una propiedad aleatoria.
UniqueMausClawsBundle,items,item,,[F0B18A]Legendary[-] [FFB800]«Maus Claws»[-],[F0B18A]Legendario[-] [FFB800]«Garras de Maus»[-]
UniqueMausClawsBundleDesc,items,item,,Contains legendary [FFB800]«Maus Claws»[-] knuckles (tier 6) with a random property.,Contiene unos nudilleras legendarias [FFB800]«Garras de Maus»[-] (nivel 6) con una propiedad aleatoria.
UniqueIndianaBundle,items,item,,[F0B18A]Legendary[-] [FFB800]«Indiana»[-],[F0B18A]Legendario[-] [FFB800]«Indiana»[-]
UniqueIndianaBundleDesc,items,item,,Contains a legendary [FFB800]«Indiana»[-] machete (tier 6) with a random property.,Contiene un machete legendario [FFB800]«Indiana»[-] (nivel 6) con una propiedad aleatoria.
UniqueFlugenBundle,items,item,,[F0B18A]Legendary[-] [FFB800]«Flugen»[-],[F0B18A]Legendario[-] [FFB800]«Flugen»[-]
UniqueFlugenBundleDesc,items,item,,Contains a legendary [FFB800]«Flugen»[-] Stun Baton (tier 6) with a random property.,Contiene una porra eléctrica legendaria [FFB800]«Flugen»[-] (nivel 6) con una propiedad aleatoria.
xuiAccessories,UI,XUI,,Accessories,Accesorios
statLootStage2,ui_display,Item stat,,Loot Bonus (Main),Bonificación de botín (principal)
statWeaponHandling,ui_display,Item stat,,Weapon handling,Manejo de armas
statControlResist,ui_display,Item stat,,"Resistance (Stun, Shock)","Resistencia (Aturdimiento, descarga eléctrica)"
