Key,Source,Context,Changes,English,Russian
BuffAuthorityAOEIncDesc,buffs,Buff,,"A ruthless killer whose cruelty was not softened even by turning into a zombie. Even after death, the prisoners unconsciously obey him.\n\n[FFB800]SPECIAL STATE:[-]\nWhile the Authority is alive, all prisoners deal [DECEA3]25%[-] more damage. If the Authority's health drops below half, he will go into a rage and increase the prisoners' damage by [DECEA3]50%[-].\n\nTake him out first.","Безжалостный убийца, чью жестокость не смягчило даже превращение в зомби. Даже после смерти заключённые бессознательно подчиняются ему.\n\n[FFB800]ОСОБОЕ СОСТОЯНИЕ:[-]\nПока жив Авторитет, все заключённые наносят на [DECEA3]25%[-] больше урона. Если здоровье Авторитета будет меньше половины, он впадёт в ярость и увеличит урон заключённых на [DECEA3]50%[-].\n\nУничтожьте его в первую очередь."
BuffProfessorAOE,buffs,Buff,,Professor,Профессор
BuffProfessorAOETooltip,buffs,buff,,Professor is on the hunt,Профессор вышел на охоту
BuffProfessorAOEIncDesc,buffs,Buff,,"Even the smartest ones did not escape the fate of becoming infected. But, apparently, this specimen not only retained its intelligence but also developed a telepathic connection with its colleagues.\n\n[FFB800]PASSIVE EFFECT:[-]\nWhile the professor is alive, all scientists and researchers deal [DECEA3]10%[-] more damage and take [DECEA3]10%[-] less damage. Furthermore, if the professor's health is above [DECEA3]50%[-], you receive only half the experience for kills.\n\n[FFB800]SPECIAL STATE:[-]\nWhen the professor's health drops below [DECEA3]50%[-], he goes into a rage, increasing his subordinates' damage and defense by [DECEA3]25%[-].\n\nEliminating him will not only weaken the squad but also allow you to gain full experience again.","Даже самых умных не миновала участь заразиться. Но, судя по всему, этот экземпляр не только сохранил интеллект, но и развил телепатическую связь с коллегами.\n\n[FFB800]ПАССИВНЫЙ ЭФФЕКТ:[-]\nПока профессор жив, все учёные и исследователи наносят на [DECEA3]10%[-] больше урона и получают на [DECEA3]10%[-] меньше урона. Кроме того, если здоровье профессора превышает [DECEA3]50%[-], вы получаете только половину опыта за убийства.\n\n[FFB800]ОСОБОЕ СОСТОЯНИЕ:[-]\nКогда здоровье профессора падает ниже [DECEA3]50%[-], он впадает в ярость, увеличивая урон и защиту своих подчинённых на [DECEA3]25%[-].\n\nЕго устранение не только ослабит отряд, но и позволит вновь получать полный опыт."
BuffAlexAOE,buffs,Buff,,Alex,Алекс
BuffAlexAOETooltip,buffs,buff,,Alex is on the hunt,Алекс вышел на охоту
BuffAlexAOEIncDesc,buffs,Buff,,"This is the body of a stalker. He has been buried and mourned many times, but each time he returned — alive, but battered. This time, it seems, everything is different... Or is it?\n\n[FFB800]SPECIAL PROPERTIES:[-]\nHe is unaffected by terrain slowdowns. He never liked to share, and now he will not give up his loot so easily ([DECEA3]50%[-] chance to get loot).\n\n[FFB800]SPECIAL STATE:[-]\nWhen his health drops below [DECEA3]50%[-], there is a [DECEA3]50%[-] chance he will summon his shadow — a particularly vile and annoying creature.\nBe careful!","Это тело одного из сталкеров. Его много раз хоронили и прощались с ним, но каждый раз он возвращался — живым, но потрёпанным. В этот раз, кажется, всё иначе... Или нет?\n\n[FFB800]ОСОБЫЕ СВОЙСТВА:[-]\nНа него не действуют замедления от поверхности. Он никогда не любил делиться, и сейчас так просто свою добычу не отдаст (шанс получить добычу — [DECEA3]50%[-]).\n\n[FFB800]ОСОБОЕ СОСТОЯНИЕ:[-]\nПри падении здоровья ниже [DECEA3]50%[-] с вероятностью [DECEA3]50%[-] призывает свою тень — особенно мерзкую и надоедливую тварь.\nБудьте осторожны!"
BuffBibaAOE,buffs,Buff,,Biba,Биба
BuffBibaAOETooltip,buffs,buff,,Biba is on the hunt,Биба вышел на охоту
BuffBibaAOEIncDesc,buffs,Buff,,"He is a living legend of these lands. Perhaps the only one, but what a legend! Others learn to survive and win by his example.\n\n[FFB800]SPECIAL PROPERTIES:[-]\nHe is unaffected by terrain slowdowns, and he grants slowdown resistance to all nearby zombies. Each attack from his gang restores [DECEA3]150[-] health to them. They do love to eat.\n\n[FFB800]SPECIAL STATE:[-]\nWhen his health drops below [DECEA3]50%[-], he increases the movement speed of all zombies by [DECEA3]20%[-], and their health restoration from attacks rises to [DECEA3]250[-]\n\nA particularly dangerous and annoying creature. Be careful!","Он — живая легенда этих земель. Возможно, единственная, но зато какая! На его примере другие учатся выживать и побеждать.\n\n[FFB800]ОСОБЫЕ СВОЙСТВА:[-]\nНа него не действуют замедления от поверхности, а всем зомби вокруг он даёт сопротивление замедлению. Каждая атака его банды восстанавливает им [DECEA3]150[-] здоровья. Любят пожрать, что тут скажешь.\n\n[FFB800]ОСОБОЕ СОСТОЯНИЕ:[-]\nПри падении здоровья ниже [DECEA3]50%[-] он увеличивает скорость передвижения всех зомби на [DECEA3]20%[-], а восстановление их здоровья при атаках возрастает до [DECEA3]250[-]\n\nОсобенно опасная и надоедливая тварь. Будьте осторожны!"
buffDevourerAOE,buffs,Buff,,Devourer,Пожиратель
BuffDevourerAOETooltip,buffs,buff,,The Devourer is on the hunt,Пожиратель вышел на охоту
BuffDevourerAOEIncDesc,buffs,Buff,,You have heard of him in the nightmares of experienced wanderers. Now he is here. The very sight of this creature chills the soul and paralyzes the will. If you are not ready to face this horror face to face — LEAVE!\n\n[FFB800]SPECIAL PROPERTIES:[-]\nThis creature never walks alone and is able to summon its minions in times of danger.\nAdditional weak sanity drain every second while you are nearby.\n\nYour vision goes dark and everything starts spinning. But you can still RUN!!!,"Вы слышали о нём в кошмарах бывалых странников. Теперь он здесь. Один только вид этой твари леденит душу и сковывает волю. Если вы не готовы встретиться с этим ужасом лицом к лицу — УХОДИТЕ!\n\n[FFB800]ОСОБЫЕ СВОЙСТВА:[-]\nЭта тварь никогда не ходит в одиночку и в момент опасности способна призвать своих приспешников.\nДополнительный слабый расход стрессоустойчивости каждую секунду, пока находитесь рядом.\n\nВ глазах потемнело, и всё поплыло. Но вы все ещё можете БЕЖАТЬ!!!"
