Key,Source,Context,Changes,English,Polish
electricfencepostExpDesc,blocks,Electricity,,"Connect [DECEA3]2[-] or more parts. Extreme voltage supplied through the wires will not leave a chance for anyone. The main thing is not to accidentally touch it yourself! Zombie barbecue takes on a new meaning.\nThe upgrade increases the trap's durability, damage, and explosion resistance by [DECEA3]40%[-]. Power consumption is significantly increased.\n\nRepairable with improved electrical parts.","Podłącz [DECEA3]2[-] lub więcej części. Ekstremalne napięcie podawane przez przewody nie pozostawi nikomu szansy. Najważniejsze, żeby samemu tego przypadkowo nie dotknąć! Grill zombie nabiera nowego znaczenia.\nUlepszenie zwiększa trwałość pułapki, obrażenia i odporność na eksplozję o [DECEA3]40%[-]. Zużycie energii znacznie wzrasta.\n\nMożliwość naprawy przy użyciu ulepszonych części elektrycznych."
autoTurret_44,blocks,Electricity,,Auto Turret .44,Automatyczna wieża .44
autoTurret_44Desc,blocks,Electricity,,A version of the automatic turret adapted for .44 caliber cartridges.\n\nEnemies won't be happy about this upgrade.,Wersja automatycznej wieży przystosowana do nabojów kalibru .44.\n\nWrogowie nie będą zadowoleni z tego ulepszenia.
autoTurret_762,blocks,Electricity,,Auto Turret 7.62 mm,"Automatyczna wieża 7,62 mm"
autoTurret_762Desc,blocks,Electricity,,"A version of the automatic turret adapted for 7.62 mm caliber cartridges.\n\nIt's better not to catch her eye, even from afar.","Wersja automatycznej wieży przystosowanej do nabojów kalibru 7,62 mm.\n\nLepiej nie rzucać się w oczy, nawet z daleka."
autoTurretImp_9mm,blocks,Electricity,,[DECEA3]Improved[-] Auto Turret 9 mm,[DECEA3]Ulepszona[-] Automatyczna wieża 9 mm
autoTurretImp_9mmDesc,blocks,Electricity,,An improved version of the automatic turret for 9 mm ammunition. All firing characteristics have been improved.\n\nEnemies won't be happy about this upgrade.,Ulepszona wersja automatycznej wieży na amunicję 9 mm. Ulepszono wszystkie właściwości ognia.\n\nWrogowie nie będą zadowoleni z tego ulepszenia.
autoTurretLeg_9mm,blocks,Electricity,,[FF6666]Experimental[-] Auto Turret 9 mm,[FF6666]Eksperymentalne[-] Automatyczna wieża 9 mm
autoTurretLeg_9mmDesc,blocks,Electricity,,"An experimental version of the 9 mm automatic turret, adapted exclusively for [5AFF75](Depleted Uranium)[-] ammunition. All firing characteristics have been significantly improved.\n\nIt's best not to even look.","Eksperymentalna wersja automatycznej wieży kal. 9 mm, przystosowana wyłącznie do amunicji [5AFF75](ze zubożonego uranu)[-]. Wszystkie właściwości strzelania zostały znacznie ulepszone.\n\nNajlepiej nawet nie patrzeć."
autoTurretImp_44,blocks,Electricity,,[DECEA3]Improved[-] Auto Turret .44,[DECEA3]Ulepszona[-] Automatyczna wieża .44
autoTurretImp_44Desc,blocks,Electricity,,An improved version of the automatic turret for .44 ammunition. All firing characteristics have been improved.\n\nEnemies won't be happy about this upgrade.,Ulepszona wersja automatycznej wieży na amunicję .44. Ulepszono wszystkie właściwości ognia.\n\nWrogowie nie będą zadowoleni z tego ulepszenia.
autoTurretLeg_44,blocks,Electricity,,[FF6666]Experimental[-] Auto Turret .44,[FF6666]Eksperymentalny[-] Automatyczna wieża .44
autoTurretLeg_44Desc,blocks,Electricity,,"An experimental version of the .44 Magnum automatic turret, adapted exclusively for [5AFF75](Depleted Uranium)[-] ammunition. All firing characteristics have been significantly improved.\n\nIt's best not to even look.","Eksperymentalna wersja automatycznej wieży Magnum .44, przystosowana wyłącznie do amunicji [5AFF75](ze zubożonego uranu)[-]. Wszystkie właściwości strzelania zostały znacznie ulepszone.\n\nNajlepiej nawet nie patrzeć."
autoTurretImp_762mm,blocks,Electricity,,[DECEA3]Improved[-] Auto Turret 7.62 mm,"[DECEA3]Ulepszona[-] Automatyczna wieża 7,62 mm"
autoTurretImp_762mmDesc,blocks,Electricity,,An improved version of the automatic turret for 7.62 mm ammunition. All firing characteristics have been improved.\n\nEnemies won't be happy about this upgrade.,"Ulepszona wersja automatycznej wieży na amunicję 7,62 mm. Ulepszono wszystkie właściwości ognia.\n\nWrogowie nie będą zadowoleni z tego ulepszenia."
autoTurretLeg_762mm,blocks,Electricity,,[FF6666]Experimental[-] Auto Turret 7.62 mm,"[FF6666]Eksperymentalne[-] Automatyczna wieża 7,62 mm"
autoTurretLeg_762mmDesc,blocks,Electricity,,"An experimental version of the 7.62 mm automatic turret, adapted exclusively for [5AFF75](Depleted Uranium)[-] ammunition. All firing characteristics have been significantly improved.\n\nIt's best not to even look.","Eksperymentalna wersja automatycznej wieży kal. 7,62 mm, przystosowana wyłącznie do amunicji [5AFF75](ze zubożonego uranu)[-]. Wszystkie właściwości strzelania zostały znacznie ulepszone.\n\nNajlepiej nawet nie patrzeć."
shotgunTurretImp,blocks,Electricity,,[DECEA3]Improved[-] shotgun Auto Turret,[DECEA3]Ulepszona[-] automatyczna wieża do strzelby
shotgunTurretImpDesc,blocks,Electricity,,An improved version of the shotgun turret. All firing characteristics have been increased.\n\nEnemies aren't exactly happy about these adaptations.,Ulepszona wersja wieży strzelbowej. Zwiększono wszystkie właściwości strzelania.\n\nWrogowie nie są do końca zadowoleni z tych adaptacji.
shotgunTurretLeg,blocks,Electricity,,[FF6666]Experimental[-] shotgun Auto Turret DU,[FF6666]Eksperymentalna[-] strzelba Auto Turret DU
shotgunTurretLegDesc,blocks,Electricity,,"An experimental version of the shotgun turret, adapted exclusively for [5AFF75](Depleted Uranium)[-] ammunition. All firing characteristics have been significantly increased.\n\nIt's best not to even look.","Eksperymentalna wersja wieży strzelbowej, przystosowana wyłącznie do amunicji [5AFF75](ze zubożonego uranu)[-]. Wszystkie właściwości strzelania zostały znacznie zwiększone.\n\nNajlepiej nawet nie patrzeć."
forgeImp,blocks,Workstation,,[DECEA3]Improved[-] Forge,[DECEA3]Ulepszona[-] Kuźnia
forgeImpDesc,blocks,Workstation,,"This large, improved forge is a great time saver. Improved tools allow you to smelt large amounts of resources much faster.","Ta duża, ulepszona kuźnia to świetna oszczędność czasu. Ulepszone narzędzia pozwalają znacznie szybciej przetapiać duże ilości zasobów."
chemistryStationImp,blocks,Workstation,,[DECEA3]Improved[-] Chemical Station,[DECEA3]Ulepszona[-] Stacja chemiczna
chemistryStationImpDesc,blocks,Workstation,,"This is the best place for chemical experiments. Now you can create much more complex substances, and old recipes are created faster.","To najlepsze miejsce na eksperymenty chemiczne. Teraz możesz tworzyć znacznie bardziej złożone substancje, a stare receptury powstają szybciej."
workbenchImp,blocks,Workstation,,[DECEA3]Improved[-] Workbench,[DECEA3]Ulepszony[-] stół warsztatowy
workbenchImpDesc,blocks,Workstation,,"You can create almost anything on a regular workbench, but it takes time. The improved version of the workbench allows you to use modifications that speed up item creation and allow you to create complex and unique items.","Na zwykłym stole warsztatowym możesz stworzyć prawie wszystko, ale wymaga to czasu. Ulepszona wersja warsztatu pozwala na korzystanie z modyfikacji przyspieszających tworzenie przedmiotów oraz pozwala na tworzenie skomplikowanych i unikalnych przedmiotów."
recycler,blocks,Workstation,,Recycler,Recykler
recyclerDesc,blocks,Workstation,,"A universal workstation for dismantling any equipment. Allows you to dismantle any household or industrial equipment and obtain a large amount of resources, as well as extract rare parts or alloys.","Uniwersalne stanowisko do demontażu dowolnego sprzętu. Umożliwia demontaż dowolnego sprzętu domowego lub przemysłowego i zdobycie dużej ilości surowców, a także wydobycie rzadkich części lub stopów."
kitchenStove,blocks,Workstation,,Kitchen Stove,Kuchenka kuchenna
kitchenStoveDesc,blocks,Workstation,,"Forget about cooking over a campfire. Now you can cook real home-cooked food.\nAllows you to use kitchen accessories, that increase cooking speed and reduce the amount of resources required.","Zapomnij o gotowaniu przy ognisku. Teraz możesz gotować prawdziwe domowe jedzenie.\nPozwala na korzystanie z akcesoriów kuchennych, które przyspieszają gotowanie i zmniejszają ilość wymaganych zasobów."
DewCollectorImp,blocks,Workstation,,[DECEA3]Improved[-] Dew Collector,[DECEA3]Ulepszony[-] Kolektor rosy
DewCollectorImpDesc,blocks,Workstation,,"Water will no longer be a problem. The improved dew collector allows you to collect dirty water bottles 30% faster.\n\nWhen a water filter (modification) is installed, it collects clean water in bottles, significantly increasing the amount of water obtained.\n\nEmpty bottles are used as fuel.","Woda nie będzie już problemem. Ulepszony odkraplacz pozwala o 30% szybciej zbierać brudne butelki po wodzie.\n\nPo zamontowaniu filtra wody (modyfikacja) zbiera on czystą wodę w butelkach, znacznie zwiększając ilość pozyskiwanej wody.\n\nPuste butelki służą jako paliwo."
cementMixerImp,blocks,Workstation,,[DECEA3]Improved[-] Cement Mixer,[DECEA3]Ulepszony[-] Mieszalnik cementu
cementMixerImpDesc,blocks,Workstation,,"Now you can build an entire city.\nResource processing speed has been increased, and recipe costs have been reduced.",Teraz możesz zbudować całe miasto.\nZwiększono szybkość przetwarzania zasobów i zmniejszono koszty receptur.
AutoMinerIron,blocks,Workstation,,[CFEDFF]Iron[-] Autominer,[CFEDFF]Żelazo[-] Autominer
AutoMinerIronDesc,blocks,Workstation,,"You can't survive without iron. The autominer allows you to get iron without wasting time mining. Just fill it up and wait a bit. It uses gasoline canisters. For every [DECEA3]1000[-] gasoline, you will receive 6000 iron (excluding modifications).",Bez żelaza nie da się przeżyć. Autominer pozwala uzyskać żelazo bez marnowania czasu na wydobycie. Wystarczy go uzupełnić i chwilę poczekać. Wykorzystuje kanistry z benzyną. Za każdą [DECEA3]1000[-] benzynę otrzymasz 6000 żelaza (bez modyfikacji).
AutoMinerLead,blocks,Workstation,,[CFEDFF]Lead[-] Autominer,[CFEDFF]Ołów[-] Automatyczny górnik
AutoMinerLeadDesc,blocks,Workstation,,"You can't survive without lead. The autominer allows you to get lead without wasting time mining. Just fill it up and wait a bit. It uses gasoline canisters. For every [DECEA3]1000[-] gasoline, you will receive 6000 lead (excluding modifications).",Nie możesz przetrwać bez ołowiu. Autominer pozwala uzyskać ołów bez marnowania czasu na wydobycie. Wystarczy go uzupełnić i chwilę poczekać. Wykorzystuje kanistry z benzyną. Za każdą benzynę [DECEA3]1000[-] otrzymasz 6000 ołowiu (bez modyfikacji).
AutoMinerCoal,blocks,Workstation,,[CFEDFF]Coal[-] Autominer,[CFEDFF]Węgiel[-] Autominer
AutoMinerCoalDesc,blocks,Workstation,,"You can't survive without coal. The autominer allows you to get coal without wasting time mining. Just fill it up and wait a bit. It uses gasoline canisters. For every [DECEA3]1000[-] gasoline, you will receive 6000 coal (excluding modifications).",Bez węgla nie da się przeżyć. Autominer pozwala na wydobywanie węgla bez straty czasu na wydobycie. Wystarczy go uzupełnić i chwilę poczekać. Wykorzystuje kanistry z benzyną. Za każdą [DECEA3]1000[-] benzynę otrzymasz 6000 węgla (bez modyfikacji).
AutoMinerNitrate,blocks,Workstation,,[CFEDFF]Potassium nitrate[-] Autominer,[CFEDFF]Azotan potasu[-] Autominer
AutoMinerNitrateDesc,blocks,Workstation,,"You can't survive without potassium nitrate. The autominer allows you to get potassium nitrate without wasting time mining. Just fill it up and wait a bit. It uses gasoline canisters. For every [DECEA3]1000[-] gasoline, you will receive 6000 potassium nitrate (excluding modifications).",Nie możesz przetrwać bez azotanu potasu. Autominer pozwala uzyskać azotan potasu bez marnowania czasu na wydobycie. Wystarczy go uzupełnić i chwilę poczekać. Wykorzystuje kanistry z benzyną. Za każdą benzynę [DECEA3]1000[-] otrzymasz 6000 azotanu potasu (bez modyfikacji).
AutoMinerShale,blocks,Workstation,,[CFEDFF]Oil shale[-] Autominer,[CFEDFF]Łupki bitumiczne[-] Autominer
AutoMinerShaleDesc,blocks,Workstation,,"You can't survive without oil shale. The autominer allows you to get oil shale without wasting time mining. Just fill it up and wait a bit. It uses gasoline canisters. For every [DECEA3]1000[-] gasoline, you will receive 6000 oil shale (excluding modifications).",Bez łupków bitumicznych nie da się przetrwać. Autominer pozwala na wydobywanie łupków bitumicznych bez straty czasu na wydobycie. Wystarczy go uzupełnić i chwilę poczekać. Wykorzystuje kanistry z benzyną. Za każdą [DECEA3]1000[-] benzynę otrzymasz 6000 łupków bitumicznych (bez modyfikacji).
AutoMinerClay,blocks,Workstation,,[CFEDFF]Clay[-] Autominer,[CFEDFF]Clay[-] Autominer
AutoMinerClayDesc,blocks,Workstation,,"You can't survive without clay. The autominer allows you to get clay without wasting time mining. Just fill it up and wait a bit. It uses gasoline canisters. For every [DECEA3]1000[-] gasoline, you will receive 12000 clay (excluding modifications).",Bez gliny nie da się przeżyć. Autominer pozwala wydobywać glinę bez marnowania czasu na wydobycie. Wystarczy go uzupełnić i chwilę poczekać. Wykorzystuje kanistry z benzyną. Za każdą [DECEA3]1000[-] benzynę otrzymasz 12000 gliny (bez modyfikacji).
PortableReactorChargingStation,blocks,Electricity,,[FFB800]Reactor portable[-] charging station,[FFB800]Przenośna stacja ładująca Reactor[-].
PortableReactorChargingStationDesc,blocks,Electricity,,An experimental station for charging portable reactors.\n\n[FF6666]ATTENTION! Requires connection to the power grid for charging.[-],Stacja doświadczalna do ładowania reaktorów przenośnych.\n\n[FF6666]UWAGA! Wymaga podłączenia do sieci energetycznej w celu ładowania.[-]
AugerReactChargingStation,blocks,Electricity,,[FFB800]Reactor auger[-] charging station,[FFB800]Ślimak reaktora[-] stacja ładująca
AugerReactChargingStationDesc,blocks,Electricity,,An experimental station for charging reactor augers.\n\n[FF6666]ATTENTION! Requires connection to the power grid for charging.[-],Stanowisko doświadczalne do ładowania ślimaków reaktorów.\n\n[FF6666]UWAGA! Wymaga podłączenia do sieci energetycznej w celu ładowania.[-]
ImpactDriverReactChargingStation,blocks,Electricity,,[FFB800]Reactor Impact Driver[-] charging station,[FFB800]Wkrętarka udarowa reaktora[-] stacja ładująca
ImpactDriverReactChargingStationDesc,blocks,Electricity,,An experimental station for charging reactor Impact Drivers.\n\n[FF6666]ATTENTION! Requires connection to the power grid for charging.[-],Stanowisko doświadczalne do ładowania wkrętaków udarowych reaktorów.\n\n[FF6666]UWAGA! Wymaga podłączenia do sieci energetycznej w celu ładowania.[-]
ReactorBank,blocks,Electricity,,[FFB800]Reactor[-] Power bank,[FFB800]Reaktor[-] Power bank
ReactorBankDesc,blocks,Electricity,,An experimental power supply that reveals all the advantages of reactor energy. Uses portable [FFB800]reactors[-] as a power source.,"Eksperymentalny zasilacz, który ujawnia wszystkie zalety energii reaktora. Wykorzystuje przenośne reaktory [FFB800][-] jako źródło zasilania."
