Key,Source,Context,Changes,English,Russian,Schinese
buffSonnySetBonusDesc,buffs,Buff,,"You have equipped a full set of experimental [FFB800]«Sonny»[-] armor.\nClub and sledgehammer damage increased by [DECEA3]{cvar(.armorSonnyFSBDisplay:0)}%[-].\n\n[FFB800]Animal regeneration[-]\nEvery minute, there is a [DECEA3]20%[-] chance to remove any negative effects of wounds.\n\n[FFB800]Street reputation[-]\nAll members of your party deal [DECEA3]5%[-] more damage and attack faster in melee combat per stack (min: 1, max: 6).\nKilling [DECEA3]20[-] enemies with the [FFB800]«Barbarian»[-] axe or [FFB800]«Destructor»[-] sledgehammer grants an ally a bonus effect for [DECEA3]3[-] minutes. Effects on an ally stack from different sources.\n\n[DECEA3]Grants resistance to 1 active radiation effect.[-]","Вы надели полный комплект экспериментальной брони [FFB800]«Сонни»[-].\nУрон дубинами и кувалдами увеличен на [DECEA3]{cvar(.armorSonnyFSBDisplay:0)}%[-].\n\n[FFB800]Животная регенерация[-]\nКаждую минуту есть шанс [DECEA3]20%[-] избавиться от любых негативных эффектов ранений.\n\n[FFB800]Репутация улиц[-]\nВсе участники вашей группы наносят на [DECEA3]5%[-] больше урона и быстрее в ближнем бою за каждый эффект (мин: 1, макс: 6).\nПри убийстве [DECEA3]20[-] противников топором [FFB800]«Варвар»[-] или молотом [FFB800]«Разрушитель»[-] вы добавляете союзнику эффект бонуса на [DECEA3]3[-] минуты. Эффекты на союзнике суммируются от разных источников.\n\n[DECEA3]Даёт сопротивление к 1 эффекту активной радиации.[-]",你已经装备了全套实验型[FFB800]«桑尼»[-]护甲。\n棍棒和大锤伤害增加[DECEA3]{cvar(.armorSonnyFSBDisplay:0)}%[-]。\n\n[FFB800]动物再生[-]\n每分钟有[DECEA3]20%[-]几率移除所有伤势类负面效果。\n\n[FFB800]街头声誉[-]\n每层效果使所有队伍成员的近战伤害与攻击速度提高[DECEA3]5%[-]（最少1层，最多6层）。\n使用[FFB800]《野蛮人》[-]斧头或[FFB800]《毁灭者》[-]大锤击杀[DECEA3]20[-]个敌人，可为盟友提供额外效果，持续[DECEA3]3[-]分钟。不同来源对盟友的影响叠加。\n\n[DECEA3]可抵抗1种主动辐射效果。[-]
buffStreetRepName,buffs,buff,,Street reputation,Репутация улиц,街头声誉
buffStreetRepTooltip,buffs,buff,,Ally armor set bonus active.,Бонус комплекта брони союзника активен.,盟友护甲套装奖励已激活。
buffStreetRepIncDesc,buffs,Buff,,The ally has a full set of [FFB800]«Sonny»[-] armor.\n\nYour melee damage and attack speed are increased by [DECEA3]{cvar(.SonnyStreetRepBonus:0)}%[-].\n\nThe bonus increases depending on the number of effects. Effects can be obtained from different sources.\n\nCurrent number of effects: [DECEA3]{cvar(.SonnyStreetRepEffect:0)}[-]\nDuration (sec.): [DECEA3]{cvar(.SonnyStreetRepEffectDuration:0)}[-],Союзник имеет полный комплект брони [FFB800]«Сонни»[-].\n\nВаш урон и скорость атаки в ближнем бою увеличены на [DECEA3]{cvar(.SonnyStreetRepBonus:0)}%[-].\n\nБонус увеличивается в зависимости от количества эффектов. Эффекты могут быть получены из разных источников.\n\nТекущее количество эффектов: [DECEA3]{cvar(.SonnyStreetRepEffect:0)}[-]\nДлительность (сек.): [DECEA3]{cvar(.SonnyStreetRepEffectDuration:0)}[-],一名盟友已装备全套[FFB800]《桑尼》[-]护甲。\n\n你的近战伤害与攻击速度提高[DECEA3]{cvar(.SonnyStreetRepBonus:0)}%[-]。\n\n效果层数越多，加成越高；层数可从不同来源获得。\n\n当前层数：[DECEA3]{cvar(.SonnyStreetRepEffect:0)}[-]\n持续时间：[DECEA3]{cvar(.SonnyStreetRepEffectDuration:0)}秒[-]
armorSonnyHelmet,items,Clothes,,[FFB800]Sonny[-] Helmet,[FFB800]«Сонни»[-] Шлем,[FFB800]桑尼[-]头盔
armorSonnyHelmetDesc,items,Clothes,,"A component of experimental heavy armor. This helmet can scare anyone, even if you don't mean to. You gain more experience and find better loot.\n\n[DECEA3]Set Bonus:[-]\nSignificantly increases club and sledgehammer damage.\n[DECEA3]Feature[-]\nGrants the active ability [FFB800]«Animal Regeneration»[-].\nFor allies, a constant passive effect [FFB800]«Street Reputation»[-].\nGrants resistance to [DECEA3]1[-] active radiation effect.\n\n[DECEA3]For repair, armor crafting kits (improved) are required.[-]","Компонент экспериментальной тяжелой брони. Этот шлем может отпугнуть любого, даже если вы сами этого не хотите. Вы получаете больше опыта и находите лучшую добычу.\n\n[DECEA3]Бонус комплекта:[-]\nЗначительно увеличивает урон дубин и кувалд.\n[DECEA3]Особенность[-]\nАктивирует способность [FFB800]«Животная регенерация»[-].\nДля союзников постоянный пассивный эффект [FFB800]«Репутация улиц»[-].\nДаёт сопротивление к [DECEA3]1[-] эффекту активной радиации.\n\n[DECEA3]Для ремонта требуются принадлежности для брони (улучшенные)[-]",实验性重甲的一个组成部分。这个头盔可以吓到任何人，即使你不是故意的。你可以获得更多的经验并找到更好的战利品。\n\n[DECEA3]套装奖励：[-]\n显著增加棍棒和大锤的伤害。\n[DECEA3]特性：[-]\n获得主动能力[FFB800]《动物再生》[-]。\n队伍成员持续获得被动效果[FFB800]《街头声誉》[-]。\n可抵抗[DECEA3]1[-]种主动辐射效果。\n\n[DECEA3]修理需要改良型护甲制作套件。[-]
armorSonnyOutfit,items,Clothes,,[FFB800]Sonny[-] Chest,[FFB800]«Сонни»[-] Корпус,[FFB800]桑尼[-]胸甲
armorSonnyOutfitDesc,items,Clothes,,"A component of experimental heavy armor. This armor is covered in spikes and impossible to touch. All you can do is watch. You can get rare parts by dismantling cars, and your health is also increased.\n\n[DECEA3]Set Bonus:[-]\nSignificantly increases club and sledgehammer damage.\n[DECEA3]Feature[-]\nGrants the active ability [FFB800]«Animal Regeneration»[-].\nFor allies, a constant passive effect [FFB800]«Street Reputation»[-].\nGrants resistance to [DECEA3]1[-] active radiation effect.\n\n[DECEA3]For repair, armor crafting kits (improved) are required.[-]","Компонент экспериментальной тяжелой брони. Эта броня покрыта шипами и к ней невозможно прикоснуться. Остаётся только смотреть. Вы можете получить редкие части при разборе автомобилей, а также ваш запас здоровья увеличен.\n\n[DECEA3]Бонус комплекта:[-]\nЗначительно увеличивает урон дубин и кувалд.\n[DECEA3]Особенность[-]\nАктивирует способность [FFB800]«Животная регенерация»[-].\nДля союзников постоянный пассивный эффект [FFB800]«Репутация улиц»[-].\nДаёт сопротивление к [DECEA3]1[-] эффекту активной радиации.\n\n[DECEA3]Для ремонта требуются принадлежности для брони (улучшенные)[-]",实验性重甲的一个组成部分。这件铠甲布满尖刺，无法触碰。你所能做的就是观看。通过拆解汽车可以获得稀有零件，生命上限也会提高。\n\n[DECEA3]套装奖励：[-]\n显著增加棍棒和大锤的伤害。\n[DECEA3]特性：[-]\n获得主动能力[FFB800]《动物再生》[-]。\n队伍成员持续获得被动效果[FFB800]《街头声誉》[-]。\n可抵抗[DECEA3]1[-]种主动辐射效果。\n\n[DECEA3]修理需要改良型护甲制作套件。[-]
armorSonnyGloves,items,Clothes,,[FFB800]Sonny[-] Hands,[FFB800]«Сонни»[-] Руки,[FFB800]桑尼[-]手套
armorSonnyGlovesDesc,items,Clothes,,"A component of experimental heavy armor. Heavy gloves can leave their mark on the soul (and face) of anyone who disagrees with you. Melee attack speed and resource yield have been increased.\n\n[DECEA3]Set Bonus:[-]\nSignificantly increases club and sledgehammer damage.\n[DECEA3]Feature[-]\nGrants the active ability [FFB800]«Animal Regeneration»[-].\nFor allies, a constant passive effect [FFB800]«Street Reputation»[-].\nGrants resistance to [DECEA3]1[-] active radiation effect.\n\n[DECEA3]For repair, armor crafting kits (improved) are required.[-]","Компонент экспериментальной тяжелой брони. Тяжёлые перчатки могут оставить свой след в душе (и на лице) каждого, кто с вами не согласен. Увеличена скорость атаки оружием ближнего боя, а также количество ресурсов при разборе.\n\n[DECEA3]Бонус комплекта:[-]\nЗначительно увеличивает урон дубин и кувалд.\n[DECEA3]Особенность[-]\nАктивирует способность [FFB800]«Животная регенерация»[-].\nДля союзников постоянный пассивный эффект [FFB800]«Репутация улиц»[-].\nДаёт сопротивление к [DECEA3]1[-] эффекту активной радиации.\n\n[DECEA3]Для ремонта требуются принадлежности для брони (улучшенные)[-]",实验性重甲的一个组成部分。厚重的手套可能会在任何不同意你观点的人的灵魂（和脸上）留下痕迹。近战攻击速度和资源产量已提高。\n\n[DECEA3]套装奖励：[-]\n显著增加棍棒和大锤的伤害。\n[DECEA3]特性：[-]\n获得主动能力[FFB800]《动物再生》[-]。\n队伍成员持续获得被动效果[FFB800]《街头声誉》[-]。\n可抵抗[DECEA3]1[-]种主动辐射效果。\n\n[DECEA3]修理需要改良型护甲制作套件。[-]
